Step, Time, PreyPop, PredPop, MutantPop, PreyInCaptureRange, PreyInCaptureRangeQuesting, PreyInCaptureRangeHandling, PreyConsumed, PredHandling, Polarization, Crowding, CrowdingQuesting, CrowdingHandling, CollectivePred, CollectivePrey, NumberOfGroups, MeanGroupSize, VarGroupSize, MaxGroupSize, NumberOfSingletonGroups, NumberOfMutantGroups, PreyInCaptureRangeMutant, LocalConspecificsMutant, LocalHeterospecificsMutant
13000,130.0078,7834,122,0,6775,930,5845,1,105,0.8942041,23.4918,27.52941,22.83809,True,False,10,12.2,415.16,59,2,0,0,0,0
13500,135.0051,8160,125,0,7454,1696,5758,0,98,0.8606375,23.264,23.7037,23.14286,True,False,10,12.5,453.05,62,3,0,0,0,0
14000,140.0023,8427,130,0,7355,1318,6037,0,107,0.8096943,23.49231,22.13043,23.78505,True,False,10,13,485.6,64,4,0,0,0,0
14500,144.9996,8682,132,0,7860,868,6992,0,118,0.8430032,25.31818,23.64286,25.51695,True,False,8,16.5,652.75,69,4,0,0,0,0
15000,149.9968,8934,133,0,8471,1555,6916,0,108,0.8522477,24.75188,26.76,24.28704,True,False,9,14.77778,603.9506,69,5,0,0,0,0
15500,154.9941,9138,135,0,8386,1574,6812,0,109,0.7876872,25.27407,29.19231,24.33945,True,False,9,15,609.1111,69,4,0,0,0,0
16000,159.9913,9326,143,0,8617,1366,7251,0,120,0.715489,26.37762,26.56522,26.34167,True,False,10,14.3,615.01,73,4,0,0,0,0
16500,164.9886,9479,147,0,9068,1373,7695,1,124,0.7268341,25.94558,26.26087,25.8871,True,False,11,13.36364,599.5042,74,5,0,0,0,0
17000,169.9859,9662,145,0,9593,1715,7878,0,119,0.6591771,25.44828,24.73077,25.60504,True,False,9,16.11111,667.8766,74,3,0,0,0,0
17500,174.9831,9837,144,0,9462,1333,8129,0,123,0.6435012,25.15278,22.71428,25.56911,True,False,9,16,650.8889,72,3,0,0,0,0
18000,179.9804,9973,149,0,9472,1571,7901,1,123,0.7114233,27.5906,23.80769,28.39024,True,False,7,21.28572,872.204,75,2,0,0,0,0
18500,184.9776,10113,151,0,9119,2027,7092,0,116,0.7828693,26.13245,26.51429,26.01724,True,False,10,15.1,699.09,75,5,0,0,0,0
19000,189.9749,10221,150,0,9692,1898,7794,2,118,0.8061484,25.53333,25.53125,25.5339,True,False,7,21.42857,949.3878,74,3,0,0,0,0
19500,194.9721,10319,149,0,10175,1955,8220,0,121,0.8169274,25.81208,28.07143,25.28926,True,False,8,18.625,801.7344,69,4,0,0,0,0
20000,199.9694,10407,157,0,11607,2479,9128,0,123,0.8063717,25.92357,25.29412,26.09756,True,False,8,19.625,838.2344,73,3,0,0,0,0
20500,204.9666,10464,155,0,11426,1645,9781,0,133,0.8706033,25.47097,27.72727,25.09774,True,False,8,19.375,1981.484,137,4,0,0,0,0
21000,209.9639,10528,156,0,10801,2175,8626,1,125,0.8698876,25.64103,24.16129,26.008,True,False,9,17.33333,1735.111,135,4,0,0,0,0
21500,214.9611,10591,159,0,11546,1765,9781,0,135,0.8503413,25.72327,22.375,26.31852,True,False,10,15.9,736.69,72,5,0,0,0,0
22000,219.9584,10627,167,0,12543,1712,10831,1,144,0.813381,26.41916,25.86957,26.50694,True,False,14,11.92857,596.6378,74,9,0,0,0,0
22500,224.9556,10655,171,0,13430,1690,11740,0,150,0.8649389,25.92982,25.28572,26.02,True,False,12,14.25,721.5208,77,7,0,0,0,0
23000,229.9529,10690,171,0,12836,1731,11105,0,147,0.8819646,25.19298,24.70833,25.27211,True,False,13,13.15385,660.5917,78,7,0,0,0,0
23500,234.9501,10711,171,0,12493,1767,10726,0,147,0.9063147,26.78363,30,26.2585,True,False,13,13.15385,670.8994,78,8,0,0,0,0
24000,239.9474,10756,174,0,13314,2261,11053,0,146,0.8981026,27.63218,26.46428,27.85616,True,False,9,19.33333,1140.444,83,6,0,0,0,0
24500,244.9447,10772,173,0,12293,2308,9985,0,140,0.9014289,26.40462,29.48485,25.67857,True,False,9,19.22222,1109.062,83,5,0,0,0,0
25000,249.9419,10779,172,0,11734,1473,10261,1,149,0.883382,25.56977,26.3913,25.44295,True,False,10,17.2,838.96,80,5,0,0,0,0
25500,254.9392,10779,175,0,13898,2075,11823,0,150,0.868695,25.66857,25.8,25.64667,True,False,10,17.5,870.85,80,5,0,0,0,0
26000,259.9424,10762,177,0,14057,2161,11896,1,149,0.9276619,25.31073,25.57143,25.26175,True,False,9,19.66667,955.7778,81,4,0,0,0,0
26500,264.9473,10766,181,0,14206,1754,12452,0,158,0.9343598,26.48619,27.52174,26.33544,True,False,9,20.11111,1007.432,83,4,0,0,0,0
27000,269.9522,10806,185,0,15384,2446,12938,0,154,0.9187995,26.21622,27.48387,25.96104,True,False,11,16.81818,903.0579,85,6,0,0,0,0
27500,274.9571,10822,186,0,14344,2191,12153,1,158,0.9335187,26.94624,27.25,26.8924,True,False,11,16.90909,915.5372,86,6,0,0,0,0
28000,279.9619,10846,193,0,14765,2945,11820,0,155,0.8969092,26.45596,28.97368,25.83871,True,False,10,19.3,1091.21,93,4,0,0,0,0
28500,284.9668,10836,197,0,14542,2553,11989,0,164,0.9142547,26.55838,27.45455,26.37805,True,False,11,17.90909,1015.901,93,5,0,0,0,0
29000,289.9717,10831,200,0,14594,2330,12264,0,167,0.8888035,26.98,28.27273,26.72455,True,False,12,16.66667,996.5556,93,6,0,0,0,0
29500,294.9766,10796,203,0,13849,2052,11797,0,171,0.8338499,26.33498,24.09375,26.75439,True,False,14,14.5,893.6786,93,8,0,0,0,0
30000,299.9815,10787,203,0,15220,2896,12324,0,164,0.8265401,24.83744,24.38461,24.94512,True,False,15,13.53333,843.8489,92,9,0,0,0,0
30500,304.9864,10756,204,0,14905,1821,13084,0,180,0.8491042,26.33333,25.875,26.39444,True,False,11,18.54545,2521.884,177,5,0,0,0,0
31000,309.9912,10746,201,0,13664,3027,10637,0,156,0.9134057,34.98507,32.37778,35.73718,True,False,10,20.1,2675.89,175,4,0,0,0,0
31500,314.9961,10749,208,0,13182,2442,10740,0,170,0.9280298,28.22115,27.81579,28.31176,True,False,11,18.90909,2575.901,179,5,0,0,0,0
32000,320.001,10751,211,0,15591,2848,12743,0,172,0.9078063,32.77725,34.15385,32.46511,True,False,11,19.18182,2660.694,182,5,0,0,0,0
32500,325.0059,10729,215,0,15207,2641,12566,0,181,0.8906636,32.8093,33.29412,32.71823,True,False,12,17.91667,2518.41,184,6,0,0,0,0
33000,330.0108,10726,217,0,14383,2880,11503,0,175,0.920446,35.3917,34.76191,35.54286,True,False,13,16.69231,2455.444,188,8,0,0,0,0
33500,335.0157,10730,224,0,14495,2386,12109,0,186,0.8867899,33.24107,41.10526,31.63441,True,False,13,17.23077,2588.024,193,8,0,0,0,0
34000,340.0205,10718,227,0,15844,2186,13658,0,196,0.9037198,28.81938,28.3871,28.88775,True,False,12,18.91667,2864.91,196,6,0,0,0,0
34500,345.0254,10678,238,0,14959,2140,12819,1,201,0.8573683,36.7563,38.10811,36.50746,True,False,11,21.63636,3601.504,211,7,0,0,0,0
35000,350.0303,10659,242,0,15285,2855,12430,1,194,0.8726408,33.95868,30.47917,34.81959,True,False,11,22,3738.182,215,6,0,0,0,0
35500,355.0352,10628,248,0,14024,2251,11773,0,204,0.8690948,34.20161,38.15909,33.34804,True,False,11,22.54545,3912.248,220,6,0,0,0,0
36000,360.0401,10615,253,0,15713,3306,12407,3,198,0.8600266,30.38735,32.94545,29.67677,True,False,13,19.46154,3464.095,223,8,0,0,0,0
36500,365.045,10586,260,0,16332,2679,13653,0,216,0.8573588,35.38462,33.45454,35.77778,True,False,13,20,3686.769,230,8,0,0,0,0
37000,370.0498,10543,266,0,19017,3644,15373,2,210,0.8367115,32.47368,33.44643,32.21429,True,False,10,26.6,2446.64,153,4,0,0,0,0
37500,375.0547,10519,271,0,19368,2631,16737,0,234,0.8979838,30.93727,31.43243,30.85897,True,False,10,27.1,2823.89,164,5,0,0,0,0
38000,380.0596,10508,272,0,19789,5033,14756,2,199,0.8623055,33.28677,33.0411,33.37688,True,False,11,24.72727,2241.835,150,4,0,0,0,0
38500,385.0645,10442,275,0,20808,3321,17487,0,231,0.8608214,29.09091,29.90909,28.93506,True,False,9,30.55556,2948.691,151,3,0,0,0,0
39000,390.0694,10416,280,0,20583,3098,17485,0,240,0.8925468,33.38572,35.8,32.98333,True,False,8,35,3335.75,156,2,0,0,0,0
39500,395.0742,10372,292,0,22401,2931,19470,0,252,0.8737994,33.21918,30.525,33.64682,True,False,10,29.2,3012.96,160,3,0,0,0,0
40000,400.0791,10341,291,0,19119,2640,16479,1,252,0.8876916,31.82818,27.92308,32.43254,True,False,9,32.33333,7544.444,278,4,0,0,0,0
40500,405.084,10326,290,0,20064,2750,17314,1,247,0.9140482,34.68966,35.30233,34.583,True,False,10,29,6779.2,276,5,0,0,0,0
41000,410.0889,10307,296,0,16488,3684,12804,0,228,0.9131618,49.72297,43.83823,51.47807,True,False,11,26.90909,6456.628,281,6,0,0,0,0
41500,415.0938,10258,302,0,17115,3206,13909,0,245,0.9130383,33.60927,35.77193,33.10612,True,False,12,25.16667,5860.139,279,6,0,0,0,0
42000,420.0987,10205,304,0,19212,3128,16084,0,253,0.9274631,28.05921,30.23529,27.62055,True,False,10,30.4,7038.84,282,4,0,0,0,0
42500,425.1035,10186,309,0,18880,3232,15648,1,255,0.9088978,32.03236,35.61111,31.27451,True,False,11,28.09091,2970.992,156,4,0,0,0,0
43000,430.1084,10189,315,0,19341,3076,16265,1,266,0.8995819,33.18095,32.59184,33.28947,True,False,12,26.25,2897.854,158,6,0,0,0,0
43500,435.1133,10150,319,0,20480,3170,17310,0,269,0.9008806,36.95298,37.22,36.90335,True,False,12,26.58333,2937.076,161,4,0,0,0,0
44000,440.1182,10115,325,0,21604,4602,17002,1,252,0.8906289,34.57846,35.09589,34.42857,True,False,13,25,2834.615,164,5,0,0,0,0
44500,445.1231,10056,329,0,21832,4347,17485,0,262,0.8909525,33.65957,32.23881,34.0229,True,False,14,23.5,2662.107,164,6,0,0,0,0
45000,450.128,10022,334,0,22510,3665,18845,0,279,0.904524,32.28144,33.52727,32.03584,True,False,12,27.83333,3066.972,164,2,0,0,0,0
45500,455.1328,9990,336,0,21979,3549,18430,1,279,0.901481,32.92857,35.61404,32.37993,True,False,13,25.84615,1887.207,140,4,0,0,0,0
46000,460.1377,9965,343,0,23959,4697,19262,0,272,0.8868026,31.47522,30.67606,31.68382,True,False,15,22.86667,1745.849,140,5,0,0,0,0
46500,465.1426,9908,352,0,24275,4732,19543,0,278,0.9189415,32.02841,33.5,31.63669,True,False,13,27.07692,4310.379,241,6,0,0,0,0
47000,470.1475,9884,358,0,22214,3895,18319,0,294,0.9394372,32.84357,30.875,33.27211,True,False,11,32.54546,5332.066,251,4,0,0,0,0
47500,475.1524,9825,362,0,22972,3776,19196,2,301,0.9409671,34.35912,35.63934,34.09967,True,False,11,32.90909,2780.083,164,3,0,0,0,0
48000,480.1573,9765,365,0,23511,4234,19277,2,298,0.9330889,32.90959,35.32836,32.36577,True,False,10,36.5,3117.85,166,3,0,0,0,0
48500,485.1621,9706,367,0,25428,4433,20995,0,299,0.9382177,33.42234,37.08823,32.58863,True,False,13,28.23077,2198.793,158,4,0,0,0,0
49000,490.167,9658,377,0,27413,4313,23100,2,314,0.9356124,31.64456,29.15873,32.14331,True,False,11,34.27273,4948.198,244,3,0,0,0,0
49500,495.1719,9599,383,0,26239,3953,22286,2,324,0.9365483,31.98433,32.11864,31.95988,True,False,11,34.81818,5286.331,253,4,0,0,0,0
50000,500.1768,9572,388,0,23095,4401,18694,1,313,0.9529556,33.60309,32.93333,33.76358,True,False,11,35.27273,5233.653,252,4,0,0,0,0
50500,505.1817,9558,397,0,22337,4223,18114,0,316,0.9357921,33.57683,34.79012,33.26582,True,False,14,28.35714,4450.944,255,7,0,0,0,0
51000,510.1866,9551,403,0,24788,5203,19585,1,317,0.939105,34.27295,35.62791,33.90536,True,False,14,28.78572,4508.454,257,7,0,0,0,0
51500,515.1914,9480,413,0,24337,4057,20280,0,342,0.9264376,33.35593,33,33.42982,True,False,16,25.8125,4239.902,263,8,0,0,0,0
52000,520.1963,9458,417,0,23842,4686,19156,2,331,0.9254088,33.61631,35.95349,33.00906,True,False,16,26.0625,4425.684,270,8,0,0,0,0
52500,525.2012,9425,429,0,25550,4712,20838,1,347,0.9116606,34.28438,38.26829,33.34294,True,False,14,30.64286,5833.515,283,6,0,0,0,0
53000,530.2061,9351,437,0,24168,4094,20074,0,354,0.9258388,33.62014,37.39759,32.73446,True,False,11,39.72727,7841.653,297,4,0,0,0,0
53500,535.2109,9327,442,0,25404,4098,21306,0,367,0.9253967,34.66063,35.73333,34.44142,True,False,11,40.18182,7883.421,298,3,0,0,0,0
54000,540.2158,9294,452,0,26082,5446,20636,0,357,0.923948,33.22124,33.22105,33.22129,True,False,12,37.66667,7671.056,306,4,0,0,0,0
54500,545.2207,9244,454,0,27484,5358,22126,0,362,0.9300989,31.85903,32,31.8232,True,False,13,34.92308,4882.071,245,4,0,0,0,0
55000,550.2256,9185,452,0,25975,4436,21539,0,374,0.9000608,31.87611,33.02564,31.63636,True,False,13,34.76923,4790.485,242,4,0,0,0,0
55500,555.2305,9178,454,0,26502,5027,21475,0,365,0.9113407,32.63877,33.97753,32.31233,True,False,13,34.92308,3273.302,188,5,0,0,0,0
56000,560.2354,9107,461,0,27124,5136,21988,0,368,0.9164874,31.90022,33.69893,31.44565,True,False,14,32.92857,3408.209,200,6,0,0,0,0
56500,565.2402,9075,472,0,27318,5130,22188,2,376,0.9050401,33.7161,33.9375,33.65957,True,False,14,33.71429,3566.918,206,4,0,0,0,0
57000,570.2451,8973,477,0,27539,5159,22380,0,388,0.9150189,33.84906,33,34.04382,True,False,15,31.8,4370.96,207,6,0,0,0,0
57500,575.25,8921,484,0,28908,5015,23893,1,397,0.9206188,34.18595,37.17241,33.53149,True,False,13,37.23077,4906.485,208,4,0,0,0,0
58000,580.2549,8869,496,0,27017,4609,22408,0,407,0.9141195,35.10887,33.58427,35.44226,True,False,15,33.06667,4574.996,215,4,0,0,0,0
58500,585.2598,8834,508,0,26923,5956,20967,1,390,0.9226465,33.44094,32.76271,33.64615,True,False,11,46.18182,6156.148,217,4,0,0,0,0
59000,590.2646,8809,520,0,27367,5140,22227,0,415,0.905736,34.54615,36.76191,33.98554,True,False,10,52,7163.8,232,4,0,0,0,0
59500,595.2695,8788,522,0,25057,5125,19932,1,403,0.8995376,36.55939,38.84034,35.88586,True,False,10,52.2,9978.56,281,5,0,0,0,0
60000,600.2744,8792,516,0,24239,5508,18731,1,390,0.8748499,37.62016,41.92064,36.23077,True,False,7,73.71429,12910.2,278,3,0,0,0,0
60500,605.2793,8791,518,0,27344,5573,21771,0,401,0.8297742,34.68726,33,35.17955,True,False,9,57.55556,10402.91,276,4,0,0,0,0
61000,610.2842,8683,529,0,29215,6012,23203,0,413,0.8041436,42.3932,44.51724,41.79661,True,False,7,75.57143,13110.25,278,3,0,0,0,0
61500,615.2891,8604,538,0,28355,5721,22634,0,413,0.8276839,37.47955,38.792,37.08232,True,False,8,67.25,12333.19,281,4,0,0,0,0
62000,620.2939,8522,539,0,25456,5135,20321,0,416,0.8548301,37.5436,35.89431,38.03125,True,False,7,77,14462.57,295,4,0,0,0,0
62500,625.2988,8470,548,0,25672,5054,20618,3,420,0.8252633,44.60584,46.8125,43.93333,True,False,6,91.33334,40261.55,540,4,0,0,0,0
63000,630.3037,8421,554,0,23785,5069,18716,3,421,0.8530343,49.787,51.4812,49.25178,True,False,5,110.8,47568.96,547,3,0,0,0,0
63500,635.3086,8401,557,0,22143,4745,17398,0,410,0.8817753,34.9623,35.42177,34.79756,True,False,6,92.83334,41254.8,547,3,0,0,0,0
64000,640.3135,8338,562,0,26547,6104,20443,3,396,0.8969893,35.7153,36.90361,35.21717,True,False,6,93.66666,42382.55,554,4,0,0,0,0
64500,645.3184,8267,577,0,29617,6128,23489,2,444,0.8936065,37.22357,36.85714,37.33333,True,False,5,115.4,22864.64,381,2,0,0,0,0
65000,650.3232,8158,582,0,35710,6924,28786,0,462,0.8840687,36.95533,37.51667,36.80952,True,False,11,52.90909,7405.355,245,5,0,0,0,0
65500,655.3281,8006,601,0,36214,6512,29702,1,491,0.8880434,36.66223,34.72727,37.09572,True,False,15,40.06667,6340.462,250,9,0,0,0,0
66000,660.333,7849,620,0,40586,6312,34274,4,521,0.8675745,37.73871,38.08081,37.67371,True,False,14,44.28571,13670.49,443,7,0,0,0,0
66500,665.3379,7743,631,0,34009,5890,28119,0,514,0.872039,36.05388,36.26496,36.00584,True,False,13,48.53846,15103.48,450,8,0,0,0,0
67000,670.3428,7685,640,0,29277,5712,23565,0,509,0.9134818,35.92188,37.08397,35.62279,True,False,12,53.33333,16607.72,454,7,0,0,0,0
67500,675.3477,7600,651,0,29732,7377,22355,2,481,0.917002,37.04147,37.84706,36.75676,True,False,11,59.18182,18537.6,462,7,0,0,0,0
68000,680.3525,7484,667,0,29425,6405,23020,0,507,0.9135833,36.43179,38.34375,35.8284,True,False,13,51.30769,17076.21,476,8,0,0,0,0
68500,685.3574,7374,676,0,30319,6585,23734,2,514,0.92834,35.14497,35.08642,35.16343,True,False,13,52,15010.31,445,6,0,0,0,0
69000,690.3623,7313,679,0,30141,6271,23870,2,528,0.9364536,35.60236,35.24503,35.70454,True,False,11,61.72727,18194.93,457,7,0,0,0,0
69500,695.3672,7219,690,0,30407,6817,23590,0,518,0.944001,36.65507,38.01744,36.2027,True,False,13,53.07692,16146.53,461,8,0,0,0,0
70000,700.3721,7107,709,0,31931,7468,24463,2,516,0.9366577,34.26234,34.31606,34.24225,True,False,11,64.45454,19391.34,473,5,0,0,0,0
70500,705.377,7002,716,0,31777,6838,24939,2,537,0.9530134,38.21229,40.04469,37.60149,True,False,8,89.5,13570.5,342,2,0,0,0,0
71000,710.3818,6926,718,0,29938,7033,22905,0,540,0.9499639,35.49582,35.07303,35.63519,True,False,7,102.5714,16000.82,338,2,0,0,0,0
71500,715.3867,6785,726,0,27195,7805,19390,0,505,0.9598361,37.24793,37.819,36.99802,True,False,8,90.75,15517.69,340,4,0,0,0,0
72000,720.3916,6680,738,0,24630,6933,17697,1,503,0.9632252,36.271,36.30638,36.25447,True,False,6,123,18177.67,348,2,0,0,0,0
72500,725.3965,6609,751,0,24310,6405,17905,2,519,0.9529544,37.66445,37.44828,37.76108,True,False,9,83.44444,15789.58,352,4,0,0,0,0
73000,730.4014,6574,760,0,26114,6979,19135,1,517,0.9413506,36.47895,36.16049,36.62863,True,False,9,84.44444,54542.69,745,4,0,0,0,0
73500,735.4063,6496,765,0,22253,6592,15661,1,507,0.9363247,39.44836,39.6938,39.32347,True,False,10,76.5,50102.85,748,6,0,0,0,0
74000,740.4111,6437,769,0,19351,6087,13264,1,482,0.9280144,37.63329,37.89896,37.47511,True,False,11,69.90909,46118.27,749,6,0,0,0,0
74500,745.416,6472,775,0,19288,5758,13530,2,469,0.9522977,37.10194,37.93464,36.55864,True,False,9,86.11111,55932.77,755,6,0,0,0,0
75000,750.4209,6470,788,0,17603,5714,11889,2,438,0.9517405,42.54315,43.28857,41.94749,True,False,11,71.63636,47943.87,764,8,0,0,0,0
75500,755.4258,6479,802,0,18044,5039,13005,1,435,0.9441584,40.9227,43.68665,38.59081,True,False,11,72.90909,49440.45,776,6,0,0,0,0
76000,760.4307,6532,808,0,18652,6211,12441,3,385,0.950071,38.56436,40.09456,36.88312,True,False,13,62.15385,40612.59,760,7,0,0,0,0
76500,765.4355,6545,806,0,20146,5579,14567,0,405,0.9482881,38.80893,40.73067,36.90617,True,False,12,67.16666,43295.14,757,5,0,0,0,0
77000,770.4404,6510,809,0,23456,5905,17551,0,432,0.9259692,39.3597,41.18568,37.7662,True,False,8,101.125,44053.11,649,1,0,0,0,0
77500,775.4453,6514,816,0,25381,5870,19511,0,451,0.9246705,39.5049,42.09863,37.40577,True,False,8,102,45728.25,660,3,0,0,0,0
78000,780.4502,6491,823,0,27734,6553,21181,0,461,0.9146593,41.96355,44.62707,39.87202,True,False,9,91.44444,42817.36,665,4,0,0,0,0
78500,785.4551,6460,842,0,26844,6495,20349,2,486,0.9049644,40.69596,41.65168,39.99588,True,False,12,70.16666,34814.3,674,8,0,0,0,0
79000,790.46,6442,855,0,25521,6819,18702,1,495,0.9089988,38.25263,40.37222,36.71111,True,False,12,71.25,35456.36,679,9,0,0,0,0
79500,795.4648,6428,854,0,24005,6254,17751,0,513,0.9081648,39.92974,40.82111,39.33723,True,False,9,94.88889,45691.88,684,6,0,0,0,0
80000,800.4697,6400,866,0,19706,5689,14017,3,509,0.9072829,38.58661,41.37255,36.63261,True,False,8,108.25,50250.94,692,3,0,0,0,0
80500,805.4746,6369,877,0,16270,5407,10863,0,462,0.8857072,39.96579,42.21446,37.94589,True,False,10,87.7,43724.41,705,4,0,0,0,0
81000,810.4795,6387,880,0,15734,5756,9978,1,456,0.9189141,40.02954,40.07547,39.98684,True,False,7,125.7143,65297.92,743,2,0,0,0,0
81500,815.4844,6352,888,0,18555,7036,11519,0,467,0.9182436,37.72297,38.05463,37.42398,True,False,7,126.8571,66146.98,748,2,0,0,0,0
82000,820.4893,6287,893,0,20085,6744,13341,2,510,0.9353139,39.64166,38.25587,40.68235,True,False,10,89.3,65518.41,857,5,0,0,0,0
82500,825.4941,6235,899,0,20976,6494,14482,1,507,0.9266234,39.33704,39.42602,39.26825,True,False,10,89.9,66270.69,862,4,0,0,0,0
83000,830.499,6162,907,0,24513,6907,17606,3,537,0.9394282,37.30761,36.49459,37.86778,True,False,9,100.7778,78650.84,894,5,0,0,0,0
83500,835.5039,6033,918,0,30461,8740,21721,2,553,0.9520636,38.95861,38.32329,39.37794,True,False,10,91.8,73116.76,903,5,0,0,0,0
84000,840.5088,5883,925,0,31442,8307,23135,1,601,0.9420226,37.43568,36.31173,38.0416,True,False,11,84.09091,68212.99,910,6,0,0,0,0
84500,845.5137,5695,938,0,30929,7405,23524,1,622,0.9508129,38.15778,37.81329,38.3328,True,False,10,93.8,42832.76,674,4,0,0,0,0
85000,850.5186,5489,946,0,30221,8234,21987,1,607,0.9428299,36.75898,36.39233,36.96376,True,False,9,105.1111,47238.54,679,2,0,0,0,0
85500,855.5234,5325,957,0,30387,7812,22575,1,612,0.9279026,38.1024,39.67536,37.21569,True,False,11,87,40820.36,685,2,0,0,0,0
86000,860.5283,5132,962,0,28989,8873,20116,0,589,0.9385788,36.62162,37.12064,36.3056,True,False,9,106.8889,41085.66,580,4,0,0,0,0
86500,865.5332,4934,969,0,30061,8953,21108,2,619,0.9395366,39.20124,37.76286,40.01454,True,False,14,69.21429,24784.6,581,7,0,0,0,0
87000,870.5381,4690,971,0,28314,7962,20352,1,645,0.9384475,38.57055,38.54601,38.58295,True,False,17,57.11765,15988.93,494,8,0,0,0,0
87500,875.543,4481,988,0,28243,8872,19371,2,609,0.932418,36.56478,36.2876,36.73727,True,False,17,58.11765,10102.22,345,7,0,0,0,0
88000,880.5479,4241,1001,0,29418,7127,22291,4,674,0.9292217,37.85015,36.92355,38.2997,True,False,16,62.5625,10617.87,345,8,0,0,0,0
88500,885.5527,4008,1015,0,25718,6857,18861,0,655,0.93179,39.86207,41.39444,39.01985,True,False,16,63.4375,20259.5,445,10,0,0,0,0
89000,890.5576,3854,1003,0,20893,6490,14403,2,585,0.9294373,40.71984,43.63397,38.63761,True,False,14,71.64286,21888.09,442,6,0,0,0,0
