Step, Time, PreyPop, PredPop, MutantPop, PreyInCaptureRange, PreyInCaptureRangeQuesting, PreyInCaptureRangeHandling, PreyConsumed, PredHandling, Polarization, Crowding, CrowdingQuesting, CrowdingHandling, CollectivePred, CollectivePrey, NumberOfGroups, MeanGroupSize, VarGroupSize, MaxGroupSize, NumberOfSingletonGroups
50,4.999998,1070,112,0,918,661,257,0,35,0.1184461,0.8571429,0.7792208,1.028571,False,False,112,1,0,1,112
100,10,1147,116,0,999,585,414,1,46,0.08864398,0.8965517,0.9714286,0.7826087,False,False,116,1,0,1,116
150,15.00002,1262,119,0,1179,643,536,2,53,0.0576583,1.201681,1.121212,1.301887,False,False,119,1,0,1,119
200,20.00004,1345,131,0,1394,859,535,3,51,0.03986927,1.099237,1.0625,1.156863,False,False,131,1,0,1,131
250,25.00006,1435,132,0,1495,1011,484,3,46,0.1250987,1.333333,1.465116,1.086957,False,False,132,1,0,1,132
300,30.00008,1543,145,0,1805,984,821,2,65,0.08096264,1.062069,1.0125,1.123077,False,False,145,1,0,1,145
350,35.00004,1612,160,0,1990,1088,902,4,73,0.1142902,1.40625,1.229885,1.616438,False,False,160,1,0,1,160
400,39.99996,1716,153,0,2081,1194,887,2,68,0.1225249,1.183007,1.223529,1.132353,False,False,153,1,0,1,153
450,44.99989,1790,150,0,2045,891,1154,0,81,0.09311552,1.213333,1.188406,1.234568,False,False,150,1,0,1,150
500,49.99981,1883,172,0,2485,1245,1240,1,84,0.1377133,1.505814,1.454545,1.559524,False,False,172,1,0,1,172
550,54.99973,1957,174,0,2578,1000,1578,1,105,0.1195756,1.724138,1.681159,1.752381,False,False,174,1,0,1,174
600,59.99966,2063,174,0,2807,1611,1196,4,72,0.09509924,1.58046,1.460784,1.75,False,False,174,1,0,1,174
650,64.99958,2134,205,0,3270,1744,1526,2,94,0.0917064,1.873171,1.756757,2.010638,False,False,205,1,0,1,205
700,69.9995,2211,228,0,3951,1881,2070,1,119,0.03815627,1.850877,1.917431,1.789916,False,False,228,1,0,1,228
750,74.99943,2278,242,0,4223,2200,2023,3,115,0.02983723,2.061984,1.992126,2.13913,False,False,242,1,0,1,242
800,79.99935,2312,275,0,4974,2119,2855,5,157,0.0388834,2.574545,2.610169,2.547771,False,False,275,1,0,1,275
850,84.99928,2340,293,0,5306,2450,2856,1,159,0.04883482,2.25256,2.365672,2.157233,False,False,293,1,0,1,293
900,89.9992,2366,313,0,5822,2648,3174,3,165,0.00871065,2.511182,2.574324,2.454545,False,False,313,1,0,1,313
950,94.99912,2378,339,0,6056,2876,3180,3,180,0.03090562,2.811209,2.81761,2.805556,False,False,339,1,0,1,339
1000,99.99905,2319,375,0,6650,3042,3608,7,201,0.01932737,3.093333,3.137931,3.054726,False,False,375,1,0,1,375
1050,104.999,2269,412,0,7250,3337,3913,4,223,0.03899766,2.966019,3.084656,2.865471,False,False,412,1,0,1,412
1100,109.9989,2171,462,0,8032,3585,4447,5,253,0.06343774,3.755411,3.861244,3.667984,False,False,462,1,0,1,462
1150,114.9988,2070,486,0,7818,3627,4191,3,258,0.05944399,3.897119,4.157895,3.666667,False,False,486,1,0,1,486
1200,119.9987,1985,518,0,7978,4144,3834,10,247,0.03585634,4.098455,4.036901,4.165992,False,False,518,1,0,1,518
1250,124.9987,1891,533,0,7931,4018,3913,7,258,0.01549976,4.397748,4.465455,4.325582,False,False,533,1,0,1,533
1300,129.9987,1770,566,0,7779,3819,3960,4,281,0.004682723,4.409894,4.389474,4.430605,False,False,566,1,0,1,566
1350,134.999,1738,583,0,7905,4646,3259,5,244,0.02041754,4.756432,4.713864,4.815574,False,False,583,1,0,1,583
1400,139.9993,1587,609,0,7638,3996,3642,7,286,0.0159055,4.942529,4.925696,4.961538,False,False,609,1,0,1,609
1450,144.9996,1426,667,0,7318,4063,3255,3,304,0.02626608,5.226387,5.297521,5.141448,False,False,667,1,0,1,667
1500,150,1267,689,0,6767,3952,2815,4,290,0.009430209,5.605225,5.588973,5.627586,False,False,689,1,0,1,689
1550,155.0003,1149,705,0,6395,3899,2496,10,271,0.03418533,5.556028,5.541475,5.579336,False,False,705,1,0,1,705
1600,160.0006,968,729,0,5334,3165,2169,7,289,0.005048767,5.902606,6.036364,5.698962,False,False,729,1,0,1,729
1650,165.0009,853,736,0,4834,3286,1548,4,236,0.01513907,6,6.088,5.81356,False,False,736,1,0,1,736
1700,170.0012,706,731,0,4131,2832,1299,3,223,0.006875922,5.824897,5.824803,5.825112,False,False,731,1,0,1,731
1750,175.0015,608,724,0,3480,2609,871,4,179,0.02478462,5.893646,5.957798,5.698324,False,False,724,1,0,1,724
1800,180.0018,491,723,0,2790,2043,747,1,189,0.01567944,5.672199,5.696629,5.603175,False,False,723,1,0,1,723
1850,185.0021,411,692,0,2203,1728,475,1,152,0.02284604,5.387283,5.387037,5.388158,False,False,692,1,0,1,692
1900,190.0024,348,658,0,1785,1427,358,3,128,0.02944469,5.003039,5.016981,4.945313,False,False,658,1,0,1,658
1950,195.0027,287,626,0,1330,1089,241,2,107,0.02494057,4.69968,4.699422,4.700934,False,False,626,1,0,1,626
2000,200.003,235,578,0,1144,941,203,0,90,0.04741401,4.480969,4.577869,3.955555,False,False,578,1,0,1,578
2050,205.0033,207,533,0,869,759,110,1,67,0.0442709,4.204503,4.218884,4.104477,False,False,533,1,0,1,533
2100,210.0036,186,505,0,708,641,67,0,46,0.02166564,3.99604,3.991285,4.043478,False,False,505,1,0,1,505
