Step, Time, PreyPop, PredPop, MutantPop, PreyInCaptureRange, PreyInCaptureRangeQuesting, PreyInCaptureRangeHandling, PreyConsumed, PredHandling, Polarization, Crowding, CrowdingQuesting, CrowdingHandling, CollectivePred, CollectivePrey, NumberOfGroups, MeanGroupSize, VarGroupSize, MaxGroupSize, NumberOfSingletonGroups
50,4.999998,1033,103,0,735,533,202,3,26,0.1679706,2.252427,2.233766,2.307692,True,False,39,2.641026,5.973702,13,18
100,10,1054,108,0,826,560,266,1,33,0.07056331,3.87037,3.946667,3.69697,True,False,25,4.32,22.6176,23,9
150,15.00002,1072,110,0,931,592,339,1,41,0.04341214,4.954545,4.855072,5.121951,True,False,23,4.782609,24.34405,22,7
200,20.00004,1093,118,0,988,673,315,1,37,0.04356382,6.101695,5.82716,6.702703,True,False,18,6.555555,28.80247,24,4
250,25.00006,1125,117,0,945,616,329,0,40,0.00901769,7.384615,7.168831,7.8,True,False,16,7.3125,36.21484,26,2
300,30.00008,1162,119,0,964,642,322,2,40,0.05475794,6.907563,6.556962,7.6,True,False,17,7,43.76471,27,5
350,35.00004,1177,126,0,886,558,328,1,43,0.06383771,7.698413,8.144578,6.837209,True,False,15,8.4,99.84,32,7
400,39.99996,1211,130,0,1076,629,447,0,53,0.1699142,8.8,8.350649,9.45283,True,False,16,8.125,58.98438,29,5
450,44.99989,1249,130,0,1201,808,393,1,45,0.3487422,8.16923,8.164706,8.177778,True,False,18,7.222222,54.72839,28,6
500,49.99981,1267,135,0,1303,838,465,1,51,0.2140156,8.755555,8.928572,8.470589,True,False,21,6.428571,67.86395,30,10
550,54.99973,1271,140,0,1356,818,538,0,53,0.273187,9.5,9.816092,8.981133,True,False,18,7.777778,97.17284,36,5
600,59.99966,1270,145,0,1201,609,592,1,67,0.4041575,10.55172,10.20513,10.95522,True,False,24,6.041667,79.78993,34,12
650,64.99958,1273,150,0,1427,751,676,2,70,0.3684577,11.85333,11.7375,11.98571,True,False,22,6.818182,95.69421,37,9
700,69.9995,1273,162,0,1414,848,566,2,70,0.2631165,11.83951,11.56522,12.2,True,False,21,7.714286,143.7279,41,9
750,74.99943,1291,165,0,1456,930,526,1,59,0.1943717,12.14545,11.83962,12.69491,True,False,18,9.166667,169.9167,49,7
800,79.99935,1281,178,0,1318,804,514,2,66,0.217482,18.51124,19.76786,16.37879,True,False,19,9.368421,383.9169,89,7
850,84.99928,1289,183,0,1402,902,500,3,60,0.4321372,13.14208,12.9187,13.6,True,False,15,12.2,626.2933,103,4
900,89.9992,1286,183,0,1478,1045,433,2,58,0.4786173,11.26776,11.176,11.46552,True,False,16,11.4375,359.8711,79,6
950,94.99912,1282,189,0,1731,1035,696,1,71,0.4887315,13.0582,12.51695,13.95775,True,False,16,11.8125,275.5273,53,5
1000,99.99905,1261,195,0,2062,1101,961,1,92,0.5660691,14.65641,14.48544,14.84783,True,False,19,10.26316,411.4571,75,11
1050,104.999,1254,185,0,1569,877,692,2,77,0.6358796,12.25946,11.71296,13.02597,True,False,17,10.88235,416.4568,75,8
1100,109.9989,1241,190,0,1637,983,654,3,76,0.5434443,13.43158,13.45614,13.39474,True,False,12,15.83333,1545.972,144,5
1150,114.9988,1240,195,0,1145,584,561,3,82,0.6520694,16.8718,17.77876,15.62195,True,False,11,17.72727,2413.107,173,5
1200,119.9987,1286,191,0,1291,787,504,0,60,0.6814445,16.14136,17.86259,12.38333,True,False,17,11.23529,405.1211,72,8
1250,124.9987,1283,195,0,1828,1302,526,0,55,0.6297995,15.49231,15.33571,15.89091,True,False,15,13,431.3333,74,6
1300,129.9987,1277,203,0,1825,1167,658,3,67,0.6588028,16.38916,15.72059,17.74627,True,False,14,14.5,587.25,79,6
1350,134.999,1278,202,0,1605,1124,481,1,60,0.6560653,14.09406,14.22535,13.78333,True,False,16,12.625,429.9844,67,5
1400,139.9993,1262,205,0,1429,920,509,1,69,0.5282612,15.31219,15.63235,14.68116,True,False,17,12.05882,425.5848,70,7
1450,144.9996,1255,201,0,1509,975,534,1,65,0.4288257,14.43284,14.43382,14.43077,True,False,20,10.05,440.3475,82,9
1500,150,1253,207,0,1641,1080,561,2,65,0.3782705,12.36715,12.76056,11.50769,True,False,20,10.35,314.9275,61,8
1550,155.0003,1225,213,0,1889,1246,643,1,69,0.3250449,12.28169,12.86806,11.05797,True,False,21,10.14286,328.3129,66,10
1600,160.0006,1205,211,0,1806,1057,749,3,80,0.4221242,11.94787,11.74046,12.2875,True,False,19,11.10526,401.7784,73,9
1650,165.0009,1198,212,0,1953,1159,794,1,85,0.475918,11.34906,11.14961,11.64706,True,False,21,10.09524,259.0385,66,7
1700,170.0012,1178,210,0,1749,1044,705,1,81,0.5068631,12.61429,12.78295,12.34568,True,False,18,11.66667,251.3333,62,6
1750,175.0015,1181,212,0,1670,1109,561,2,68,0.5844831,12.42453,12.125,13.05882,True,False,20,10.6,214.14,61,5
1800,180.0018,1183,218,0,1580,1058,522,0,76,0.5999517,14.88532,15.42253,13.88158,True,False,15,14.53333,393.5822,71,4
1850,185.0021,1190,222,0,1437,992,445,2,68,0.7156673,14.92793,14.62987,15.60294,True,False,19,11.68421,466.8476,82,7
1900,190.0024,1180,214,0,1431,907,524,3,68,0.7760022,12.42056,12.38356,12.5,True,False,19,11.26316,427.4571,79,8
1950,195.0027,1174,217,0,1538,984,554,3,73,0.7364511,14.6129,14.99306,13.86301,True,False,19,11.42105,418.349,78,7
2000,200.003,1163,225,0,1295,809,486,0,84,0.8189075,15.35111,15.85106,14.5119,True,False,19,11.8421,585.6066,90,6
2050,205.0033,1181,212,0,1390,922,468,2,72,0.8582833,14.49528,15.11429,13.29167,True,False,17,12.47059,541.5432,89,7
2100,210.0036,1182,211,0,1295,865,430,2,65,0.8263333,13.99052,14.38356,13.10769,True,False,17,12.41177,524.1246,87,6
2150,215.0039,1179,205,0,1407,955,452,0,60,0.8192484,15.27317,15.25517,15.31667,True,False,15,13.66667,547.8222,84,5
2200,220.0042,1183,198,0,1057,751,306,2,56,0.8170494,14.82828,15.26761,13.71429,True,False,12,16.5,628.0833,85,5
2250,225.0045,1199,202,0,1005,738,267,3,56,0.826804,15.45049,14.55479,17.78572,True,False,14,14.42857,704.2449,95,7
2300,230.0048,1206,196,0,1229,828,401,3,62,0.7540371,13.2398,13.74627,12.14516,True,False,16,12.25,340.3125,60,7
2350,235.0051,1209,200,0,1432,961,471,0,63,0.6991607,16.12,16.35036,15.61905,True,False,17,11.76471,467.5917,61,9
2400,240.0054,1190,196,0,1506,929,577,0,72,0.7375295,14,14.75806,12.69444,True,False,14,14,567.5714,73,7
2450,245.0058,1191,201,0,1656,1008,648,3,73,0.7301562,14.34826,13.54688,15.75342,True,False,16,12.5625,524.7461,73,10
