Step, Time, PreyPop, PredPop, MutantPop, PreyInCaptureRange, PreyInCaptureRangeQuesting, PreyInCaptureRangeHandling, PreyConsumed, PredHandling, Polarization, Crowding, CrowdingQuesting, CrowdingHandling, CollectivePred, CollectivePrey, NumberOfGroups, MeanGroupSize, VarGroupSize, MaxGroupSize, NumberOfSingletonGroups
50,4.999998,1096,110,0,973,703,270,1,29,0.1737654,2.254545,2.246914,2.275862,True,False,43,2.55814,4.711736,9,21
100,10,1197,118,0,1110,704,406,2,40,0.1527643,3.525424,3.410256,3.75,True,False,31,3.806452,16.93028,15,14
150,15.00002,1304,119,0,1219,725,494,0,48,0.1161452,4.504202,4.43662,4.604167,True,False,27,4.407407,22.75995,19,11
200,20.00004,1400,129,0,1289,767,522,0,53,0.3886792,6.372093,5.921052,7.018868,True,False,21,6.142857,35.7415,21,6
250,25.00006,1504,149,0,1505,914,591,1,65,0.4511909,9.57047,10.13095,8.846154,True,False,15,9.933333,219.7955,61,5
300,30.00008,1582,170,0,1748,982,766,0,74,0.2978221,9.317647,9.520833,9.054054,True,False,18,9.444445,152.6914,41,7
350,35.00004,1673,179,0,1929,1082,847,2,72,0.2384442,11.18436,10.98131,11.48611,True,False,18,9.944445,207.608,53,8
400,39.99996,1744,183,0,1914,1162,752,2,70,0.2558854,11.35519,12.0708,10.2,True,False,18,10.16667,312.4722,71,8
450,44.99989,1852,185,0,2087,1291,796,1,71,0.3168008,11.54595,11.91228,10.95775,True,False,21,8.809524,191.3923,46,9
500,49.99981,1980,193,0,2435,1396,1039,2,81,0.5126415,12.12953,11.92857,12.40741,True,False,21,9.190476,409.3923,90,10
550,54.99973,2086,205,0,2591,1271,1320,4,108,0.6001683,14.16585,14.18557,14.14815,True,False,19,10.78947,322.482,63,9
600,59.99966,2220,223,0,2793,1504,1289,1,100,0.563879,14.92377,14.12195,15.91,True,False,19,11.73684,779.6676,121,9
650,64.99958,2311,238,0,3866,1762,2104,2,118,0.5500062,14.44538,14.63333,14.25424,True,False,20,11.9,727.49,120,7
700,69.9995,2391,248,0,3972,2127,1845,1,111,0.5502429,15.04435,15.27737,14.75676,True,False,22,11.27273,674.6529,121,7
750,74.99943,2463,268,0,4042,2185,1857,2,123,0.5348886,15.13433,14.4069,15.99187,True,False,24,11.16667,392.3889,79,6
800,79.99935,2498,295,0,5181,2800,2381,5,128,0.4965881,15.85424,15,16.96875,True,False,26,11.34615,523.1494,96,11
850,84.99928,2500,319,0,5496,2810,2686,3,155,0.4317899,12.9906,12.20122,13.82581,True,False,24,13.29167,628.8732,97,10
900,89.9992,2519,347,0,6194,2921,3273,4,182,0.4880739,14.98559,15.19394,14.7967,True,False,21,16.52381,1426.249,141,7
950,94.99912,2539,362,0,6155,2929,3226,5,183,0.6189942,15.93094,15.46927,16.38251,True,False,18,20.11111,2128.988,166,4
1000,99.99905,2540,387,0,5886,2887,2999,8,194,0.6500937,15.42636,14.63731,16.21134,True,False,17,22.76471,2001.945,170,4
1050,104.999,2531,405,0,7072,2914,4158,7,224,0.6818932,14.99506,14.59669,15.31696,True,False,24,16.875,1273.776,153,11
1100,109.9989,2524,440,0,7628,3576,4052,7,232,0.6942243,15.30455,14.94711,15.625,True,False,21,20.95238,3263.474,265,8
