Step, Time, PreyPop, PredPop, MutantPop, PreyInCaptureRange, PreyInCaptureRangeQuesting, PreyInCaptureRangeHandling, PreyConsumed, PredHandling, Polarization, Crowding, CrowdingQuesting, CrowdingHandling, CollectivePred, CollectivePrey, NumberOfGroups, MeanGroupSize, VarGroupSize, MaxGroupSize, NumberOfSingletonGroups
50,4.999998,1081,97,0,860,628,232,0,24,0.247835,1.958763,1.890411,2.166667,True,False,36,2.694444,4.878858,12,10
100,10,1160,92,0,743,460,283,1,32,0.2915873,2.641304,2.733333,2.46875,True,False,26,3.538461,13.32544,17,8
150,15.00002,1245,102,0,927,578,349,0,39,0.2832602,3.490196,3.507936,3.461539,True,False,24,4.25,11.4375,12,6
200,20.00004,1340,102,0,974,528,446,2,44,0.2371148,4.72549,4.982759,4.386364,True,False,21,4.857143,24.40816,18,8
250,25.00006,1445,108,0,1193,681,512,0,46,0.1122119,5.240741,5.258065,5.217391,True,False,19,5.68421,33.47923,21,5
300,30.00008,1540,120,0,1287,648,639,2,61,0.1181024,7.016667,6.610169,7.409836,True,False,16,7.5,45.75,23,3
350,35.00004,1651,125,0,1383,788,595,3,53,0.134115,8.32,8,8.754717,True,False,17,7.352941,70.22838,27,5
400,39.99996,1779,129,0,1522,804,718,1,60,0.2799359,8.945737,9.188406,8.666667,True,False,15,8.6,96.77332,29,5
450,44.99989,1889,143,0,1862,886,976,2,71,0.3280503,9.839161,9.513889,10.16901,True,False,21,6.809524,85.10658,33,9
500,49.99981,2014,157,0,2220,1154,1066,5,76,0.2980905,9.834394,9.333333,10.36842,True,False,23,6.826087,169.7089,65,10
550,54.99973,2095,168,0,2365,1249,1116,2,78,0.3036562,12.27381,10.91111,13.84615,True,False,22,7.636364,293.6859,82,12
600,59.99966,2208,171,0,2479,1364,1115,3,76,0.3715284,11.8538,10.6,13.42105,True,False,19,9,432.1053,94,9
650,64.99958,2288,189,0,2757,1280,1477,2,93,0.4965426,10.8254,11.73958,9.881721,True,False,19,9.947369,402.2604,89,6
700,69.9995,2395,198,0,3489,1743,1746,5,97,0.4738979,11.67172,12.28713,11.03093,True,False,17,11.64706,637.9931,109,6
750,74.99943,2470,221,0,3669,1755,1914,3,116,0.4927303,13.31222,13.30476,13.31897,True,False,18,12.27778,893.0895,133,7
800,79.99935,2537,232,0,4002,1772,2230,1,126,0.6373467,15.27155,15.56604,15.02381,True,False,24,9.666667,416.3889,85,11
850,84.99928,2615,245,0,4464,2228,2236,4,123,0.5882947,15.38367,17.2459,13.53659,True,False,16,15.3125,609.0898,90,4
