Step, Time, PreyPop, PredPop, MutantPop, PreyInCaptureRange, PreyInCaptureRangeQuesting, PreyInCaptureRangeHandling, PreyConsumed, PredHandling, Polarization, Crowding, CrowdingQuesting, CrowdingHandling, CollectivePred, CollectivePrey, NumberOfGroups, MeanGroupSize, VarGroupSize, MaxGroupSize, NumberOfSingletonGroups
50,4.999998,1098,109,0,996,727,269,0,31,0.03220055,2.93578,2.935897,2.935484,True,False,35,3.114286,5.644082,13,9
100,10,1187,114,0,1000,677,323,0,36,0.0554827,6.122807,6.423077,5.472222,True,False,23,4.956522,24.73724,20,6
150,15.00002,1284,117,0,1246,707,539,0,51,0.1059407,6.752137,7,6.431373,True,False,26,4.5,23.25,18,11
200,20.00004,1406,115,0,1166,669,497,0,47,0.01483326,7.608696,7.382353,7.93617,True,False,15,7.666667,94.62222,30,4
250,25.00006,1547,111,0,1317,881,436,4,34,0.09387747,7.675676,7.974026,7,True,False,14,7.928571,61.06633,26,2
300,30.00008,1706,119,0,1465,751,714,1,55,0.1668917,9.092437,8.734375,9.509091,True,False,15,7.933333,83.79556,30,4
350,35.00004,1840,121,0,1652,896,756,0,57,0.09666938,9.140496,8.703125,9.631579,True,False,16,7.5625,63.12109,28,5
400,39.99996,1968,129,0,1904,688,1216,3,77,0.0482141,10.36434,10.96154,9.961039,True,False,16,8.0625,77.55859,36,3
450,44.99989,2122,130,0,1728,754,974,1,72,0.1045394,10.68462,11.31034,10.18056,True,False,16,8.125,118.1094,36,2
500,49.99981,2288,133,0,1803,898,905,2,67,0.2262784,11.03008,11.45455,10.61194,True,False,11,12.09091,182.6281,41,1
550,54.99973,2435,144,0,2484,1063,1421,1,79,0.230671,10.81944,11.04615,10.63291,True,False,16,9,129.125,36,4
600,59.99966,2603,150,0,2839,1420,1419,5,74,0.2415571,11.46667,11.18421,11.75676,True,False,16,9.375,242.8594,43,9
650,64.99958,2745,163,0,3342,1466,1876,2,90,0.221811,10.95092,10.41096,11.38889,True,False,18,9.055555,166.7191,45,6
700,69.9995,2884,175,0,3146,1272,1874,3,103,0.2694,12.02286,10.84722,12.84466,True,False,20,8.75,175.2875,45,9
750,74.99943,3038,190,0,4127,1856,2271,0,102,0.2524917,13.46316,13.70455,13.2549,True,False,18,10.55556,239.1358,49,8
800,79.99935,3180,208,0,4387,2075,2312,0,109,0.2109372,14.47115,14.42424,14.51376,True,False,12,17.33333,830.3889,93,5
850,84.99928,3267,219,0,4438,1919,2519,3,117,0.2766133,14.65297,16.36275,13.16239,True,False,14,15.64286,1809.372,168,6
900,89.9992,3359,245,0,5555,2351,3204,1,135,0.3971679,11.17551,10.49091,11.73333,True,False,17,14.41177,778.3599,121,5
950,94.99912,3368,291,0,7163,2985,4178,6,172,0.2813627,12.2646,11.78992,12.59302,True,False,18,16.16667,580.25,90,9
1000,99.99905,3438,328,0,8373,3259,5114,4,200,0.2729444,18.89329,17.85938,19.555,True,False,17,19.29412,1746.325,174,6
1050,104.999,3444,362,0,8006,2965,5041,4,227,0.477748,15.4779,15.14074,15.67841,True,False,12,30.16667,5405.972,268,6
1100,109.9989,3469,395,0,9427,3638,5789,5,239,0.4645084,14.20506,13.46154,14.69038,True,False,17,23.23529,2442.533,209,5
1150,114.9988,3373,453,0,11229,3602,7627,8,296,0.5062853,14.39956,13.6879,14.77703,True,False,26,17.42308,1139.552,157,9
1200,119.9987,3354,495,0,11469,5103,6366,3,266,0.4664116,16.24849,16.22707,16.26692,True,False,25,19.8,3326,291,13
1250,124.9987,3247,567,0,12943,5460,7483,12,322,0.5112213,18.74427,19.18776,18.40683,True,False,17,33.35294,5017.758,241,6
1300,129.9987,3101,617,0,13132,5661,7471,6,345,0.4159108,17.93841,18.09191,17.81739,True,False,23,26.82609,4177.709,236,14
1350,134.999,2916,708,0,13639,5815,7824,10,402,0.423647,17.95057,18.45425,17.56716,True,False,17,41.64706,10690.58,362,9
1400,139.9993,2794,762,0,12077,5530,6547,6,379,0.3994331,19.63648,20.23238,19.0343,True,False,18,42.33333,11342.56,369,7
1450,144.9996,2594,836,0,13148,6062,7086,12,403,0.4283919,24.32297,22.98383,25.76179,True,False,16,52.25,31624.94,740,4
1500,150,2447,864,0,9715,5109,4606,5,366,0.5019316,25.23495,25.69478,24.60929,True,False,19,45.47368,28702.14,763,9
1550,155.0003,2290,882,0,10068,4694,5374,8,376,0.4698485,18.96939,19.68577,18.00532,True,False,16,55.125,33145.61,758,9
1600,160.0006,2102,908,0,11382,5811,5571,6,379,0.4524339,18.90418,19.59735,17.93668,True,False,8,113.5,74877.5,837,3
1650,165.0009,1860,951,0,12322,6335,5987,11,399,0.595722,20.29022,20.17754,20.44612,True,False,8,118.875,95620.61,937,5
1700,170.0012,1639,997,0,9730,4954,4776,11,394,0.6395131,23.76229,25.34163,21.34518,True,False,10,99.7,85713.61,978,3
1750,175.0015,1444,991,0,8295,4582,3713,6,373,0.6702825,19.60141,19.71521,19.41287,True,False,10,99.1,85246.69,975,6
1800,180.0018,1291,1001,0,8284,4951,3333,3,324,0.7119324,18.15684,18.39586,17.65741,True,False,9,111.2222,85765.28,939,2
1850,185.0021,1132,1015,0,6627,3941,2686,6,315,0.7164046,19.1734,19.68429,18.0381,True,False,15,67.66666,50899.55,911,5
1900,190.0024,1007,996,0,4576,3091,1485,9,268,0.7762696,20.05622,20.32967,19.31343,True,False,14,71.14286,32338.12,686,6
1950,195.0027,934,971,0,4041,2825,1216,6,206,0.8162687,22.54377,22.41438,23.02427,True,False,14,69.35714,31373.37,679,5
2000,200.003,812,943,0,4346,3053,1293,4,200,0.8216224,20.3298,20.46972,19.81,True,False,15,62.86666,45823.05,863,6
2050,205.0033,697,909,0,4324,2675,1649,6,193,0.8272747,21.64686,21.68855,21.49223,True,False,12,75.75,43196.36,759,5
2100,210.0036,578,893,0,3516,2359,1157,3,207,0.8515863,21.53975,21.44461,21.85507,True,False,16,55.8125,40946.65,839,8
2150,215.0039,514,851,0,2729,1984,745,2,164,0.8715618,21.55582,21.93886,19.95122,True,False,11,77.36364,43198.23,731,6
2200,220.0042,440,792,0,2296,1778,518,2,139,0.8905691,20.13005,20.44563,18.64748,True,False,10,79.2,20249.56,458,3
2250,225.0045,374,759,0,1604,1297,307,1,113,0.8513361,20.33992,20.22291,21.00885,True,False,9,84.33334,20445.55,443,3
2300,230.0048,353,708,0,1579,1321,258,2,90,0.8599247,19.90678,19.85599,20.25556,True,False,11,64.36364,8938.413,289,4
2350,235.0051,315,663,0,1411,1222,189,1,70,0.8819544,19.76169,19.82462,19.22857,True,False,9,73.66666,7309.333,238,2
2400,240.0054,281,609,0,664,569,95,1,65,0.8828564,20.90805,21.06801,19.56923,True,False,9,67.66666,9219.334,308,2
2450,245.0058,284,539,0,674,602,72,1,52,0.8602153,18.54731,18.65914,17.5,True,False,11,49,8220.363,270,5
2500,250.0061,278,507,0,608,555,53,3,35,0.885864,18.14004,18.01695,19.8,True,False,12,42.25,6345.188,271,6
2550,255.0064,289,468,0,599,547,52,0,31,0.8810086,18.39744,18.3341,19.29032,True,False,11,42.54546,3890.248,172,5
2600,260.0067,298,440,0,527,482,45,0,28,0.8657019,21.26818,21.37621,19.67857,True,False,8,55,6813.75,226,3
