Step, Time, PreyPop, PredPop, MutantPop, PreyInCaptureRange, PreyInCaptureRangeQuesting, PreyInCaptureRangeHandling, PreyConsumed, PredHandling, Polarization, Crowding, CrowdingQuesting, CrowdingHandling, CollectivePred, CollectivePrey, NumberOfGroups, MeanGroupSize, VarGroupSize, MaxGroupSize, NumberOfSingletonGroups, NumberOfMutantGroups, PreyInCaptureRangeMutant, LocalConspecificsMutant, LocalHeterospecificsMutant
50,4.999998,1068,20,11,179,134,45,0,4,0.4634151,0.3,0.375,0,True,False,0,0,0,0,0,0,100,2,1
100,10,1132,20,10,193,104,89,0,8,0.1723549,0.6,0.5,0.75,True,False,0,0,0,0,0,0,82,6,0
150,15.00002,1204,21,10,196,144,52,0,6,0.1046816,0.6666667,0.6,0.8333333,True,False,0,0,0,0,0,0,92,6,0
200,20.00004,1268,24,10,227,190,37,0,5,0.2505214,1.5,1.368421,2,True,False,0,0,0,0,0,0,108,8,0
250,25.00006,1322,25,10,268,179,89,1,9,0.3899232,1.36,1.5625,1,True,False,0,0,0,0,0,0,116,8,0
300,30.00008,1386,21,7,225,139,86,0,9,0.3961987,1.52381,1.583333,1.444444,True,False,0,0,0,0,0,0,82,4,0
350,35.00004,1441,23,8,231,109,122,0,13,0.1657193,2.26087,2.2,2.307692,True,False,0,0,0,0,0,0,73,14,0
400,39.99996,1490,20,7,206,168,38,0,4,0.2276912,2.1,2.0625,2.25,True,False,0,0,0,0,0,0,63,12,0
450,44.99989,1536,24,8,280,114,166,0,14,0.421477,2.833333,2.6,3,True,False,0,0,0,0,0,0,94,18,0
500,49.99981,1588,21,8,244,130,114,0,10,0.3377798,2.666667,2.454545,2.9,True,False,0,0,0,0,0,0,120,20,0
550,54.99973,1613,19,6,239,175,64,1,5,0.2095711,2.105263,1.928571,2.6,True,False,0,0,0,0,0,0,78,6,0
600,59.99966,1656,17,6,245,165,80,0,6,0.2490582,2,1.909091,2.166667,True,False,0,0,0,0,0,0,106,6,0
650,64.99958,1704,22,7,327,221,106,0,9,0.1412169,3.090909,3.384615,2.666667,True,False,0,0,0,0,0,0,101,6,0
700,69.9995,1722,19,6,278,139,139,0,10,0.2929051,2.421053,3,1.9,True,False,0,0,0,0,0,0,67,6,0
750,74.99943,1745,18,6,211,105,106,0,9,0.3944263,2.111111,2,2.222222,True,False,0,0,0,0,0,0,75,8,0
800,79.99935,1761,20,7,274,106,168,0,11,0.5054118,2.5,2.333333,2.636364,True,False,0,0,0,0,0,0,114,12,0
850,84.99928,1775,20,6,268,98,170,0,12,0.5125444,2.7,3.125,2.416667,True,False,0,0,0,0,0,0,67,6,4
900,89.9992,1788,23,6,277,144,133,0,10,0.2873211,3.521739,3,4.2,True,False,0,0,0,0,0,0,67,5,0
950,94.99912,1811,22,5,304,199,105,0,8,0.04450316,3.545455,2.857143,4.75,True,False,0,0,0,0,0,0,88,4,0
1000,99.99905,1817,19,4,240,142,98,1,7,0.1258046,3.368421,3,4,True,False,0,0,0,0,0,0,61,2,0
1050,104.999,1832,23,4,377,155,222,0,14,0.1793522,3.565217,3.444444,3.642857,True,False,0,0,0,0,0,0,62,6,0
1100,109.9989,1843,23,4,306,215,91,0,7,0.3338578,3.043478,3.6875,1.571429,True,False,0,0,0,0,0,0,41,6,0
1150,114.9988,1845,26,4,382,281,101,0,7,0.5105615,3.384615,3.315789,3.571429,True,False,0,0,0,0,0,0,72,6,0
1200,119.9987,1842,33,7,440,214,226,0,17,0.5831376,4.363636,4,4.705883,True,False,0,0,0,0,0,0,72,22,0
1250,124.9987,1847,38,8,493,230,263,1,20,0.5182305,4.763158,4.722222,4.8,True,False,0,0,0,0,0,0,118,26,0
1300,129.9987,1863,38,8,525,338,187,0,14,0.6470674,5.789474,5.916667,5.571429,True,False,0,0,0,0,0,0,121,26,29
1350,134.999,1860,40,8,599,331,268,0,17,0.6833992,5.25,5.347826,5.117647,True,False,0,0,0,0,0,0,136,26,15
1400,139.9993,1859,42,9,567,307,260,0,19,0.7577584,5.333333,4.565217,6.263158,True,False,0,0,0,0,0,0,136,32,0
1450,144.9996,1862,41,6,588,323,265,0,18,0.6724253,5.268293,4.608696,6.111111,True,False,0,0,0,0,0,0,91,12,0
1500,150,1853,48,5,744,311,433,0,24,0.6743754,7.208333,8.208333,6.208333,True,False,0,0,0,0,0,0,82,8,0
1550,155.0003,1854,47,6,575,321,254,1,20,0.7917542,6.893617,5.185185,9.2,True,False,0,0,0,0,0,0,80,12,0
1600,160.0006,1850,49,6,671,430,241,0,18,0.8283216,6.979592,6.709677,7.444445,True,False,0,0,0,0,0,0,79,10,0
1650,165.0009,1848,50,5,665,338,327,0,25,0.8334211,6.88,6.52,7.24,True,False,0,0,0,0,0,0,74,8,0
1700,170.0012,1845,50,5,769,361,408,2,27,0.7750642,6.36,7.826087,5.111111,True,False,0,0,0,0,0,0,64,8,0
1750,175.0015,1843,44,3,516,248,268,0,23,0.7918078,5.818182,6.190476,5.478261,True,False,0,0,0,0,0,0,35,2,0
1800,180.0018,1844,44,3,663,418,245,0,18,0.814078,4.954545,5.153846,4.666667,True,False,0,0,0,0,0,0,36,2,0
1850,185.0021,1841,44,3,562,308,254,0,19,0.7537355,4.863636,4.48,5.368421,True,False,0,0,0,0,0,0,33,2,1
1900,190.0024,1833,41,2,528,299,229,0,19,0.7069153,4.682927,4.772727,4.578948,True,False,0,0,0,0,0,0,27,0,2
1950,195.0027,1835,44,3,637,428,209,0,17,0.6958538,4.363636,4.666667,3.882353,True,False,0,0,0,0,0,0,38,2,4
2000,200.003,1832,40,3,480,236,244,1,22,0.6253983,4.225,4.611111,3.909091,True,False,0,0,0,0,0,0,32,2,0
2050,205.0033,1844,40,3,528,247,281,0,21,0.5555551,4,3.947368,4.047619,True,False,0,0,0,0,0,0,30,2,0
2100,210.0036,1847,41,4,706,373,333,0,18,0.5729384,4.097561,4.26087,3.888889,True,False,0,0,0,0,0,0,94,6,0
2150,215.0039,1852,38,4,495,267,228,0,19,0.5738296,4.421052,3.473684,5.368421,True,False,0,0,0,0,0,0,41,6,0
2200,220.0042,1847,42,4,637,347,290,0,18,0.5665454,4.285714,4.583333,3.888889,True,False,0,0,0,0,0,0,43,6,0
2250,225.0045,1853,37,4,545,316,229,0,16,0.6764979,3.891892,4.095238,3.625,True,False,0,0,0,0,0,0,60,6,0
2300,230.0048,1862,37,5,476,340,136,0,13,0.3652898,4.027027,4.208333,3.692308,True,False,0,0,0,0,0,0,64,8,3
2350,235.0051,1855,43,4,528,355,173,0,15,0.6354948,5.348837,5.428571,5.2,True,False,0,0,0,0,0,0,74,6,0
2400,240.0054,1851,45,6,554,259,295,0,25,0.7180017,7.066667,6.65,7.4,True,False,0,0,0,0,0,0,101,20,0
2450,245.0058,1845,47,6,595,340,255,0,23,0.8471049,6.553192,6.791667,6.304348,True,False,0,0,0,0,0,0,70,20,0
2500,250.0061,1840,50,6,564,367,197,0,19,0.7823528,5.84,6.129032,5.368421,True,False,0,0,0,0,0,0,60,8,0
2550,255.0064,1833,52,5,884,549,335,0,20,0.8347592,6.461538,6.78125,5.95,True,False,0,0,0,0,0,0,93,4,0
2600,260.0067,1821,64,6,937,469,468,1,34,0.7327864,7.9375,7.633333,8.205882,True,False,0,0,0,0,0,0,59,8,0
2650,265.007,1807,71,8,906,499,407,1,32,0.8546486,8.56338,9.333333,7.625,True,False,0,0,0,0,0,0,111,16,0
2700,270.0073,1797,67,9,756,388,368,0,33,0.8539368,8.507463,9.5,7.484848,True,False,0,0,0,0,0,0,108,28,0
2750,275.0076,1800,69,9,645,465,180,2,22,0.8053043,7.913043,6.93617,10,True,False,0,0,0,0,0,0,131,24,0
2800,280.0079,1781,71,10,804,379,425,1,36,0.8100483,8.281691,7.971428,8.583333,True,False,0,0,0,0,0,0,123,32,0
2850,285.0082,1773,78,11,819,411,408,0,36,0.7945805,8.333333,9.047619,7.5,True,False,0,0,0,0,0,0,158,38,5
2900,290.0085,1761,90,12,1098,515,583,1,45,0.7327064,8.244445,8.288889,8.2,True,False,0,0,0,0,0,0,202,52,0
2950,295.0088,1749,93,14,945,544,401,1,43,0.7581942,8.075269,7.86,8.325582,True,False,0,0,0,0,0,0,172,76,12
3000,300.0091,1727,100,20,1157,521,636,1,50,0.6809286,7.58,8.38,6.78,True,False,0,0,0,0,0,0,263,174,0
3050,305.0094,1719,102,17,1366,681,685,1,51,0.6840867,6.588235,6.784314,6.392157,True,False,0,0,0,0,0,0,262,104,0
3100,310.0097,1704,105,18,1344,701,643,0,49,0.7536068,6.228571,5.642857,6.897959,True,False,0,0,0,0,0,0,239,94,0
3150,315.01,1701,104,21,1306,738,568,0,49,0.6639804,6.653846,7.818182,5.346939,True,False,0,0,0,0,0,0,251,132,1
3200,320.0103,1704,108,21,1211,717,494,0,43,0.6245476,6.944445,7.107692,6.697674,True,False,0,0,0,0,0,0,236,144,0
3250,325.0106,1702,114,22,1189,803,386,1,39,0.6354938,7.552631,7.693333,7.282051,True,False,0,0,0,0,0,0,230,144,10
3300,330.0109,1666,124,22,1373,738,635,1,54,0.5809646,7.233871,7.271429,7.185185,True,False,0,0,0,0,0,0,294,112,1
3350,335.0112,1653,125,23,1506,863,643,0,53,0.6810866,7.296,6.847222,7.90566,True,False,0,0,0,0,0,0,252,128,1
3400,340.0115,1644,130,25,1620,967,653,3,52,0.7726518,7.946154,7.320513,8.884615,True,False,0,0,0,0,0,0,268,146,0
3450,345.0118,1621,135,28,1546,932,614,1,58,0.7153188,8.162963,7.896104,8.517241,True,False,0,0,0,0,0,0,317,158,22
3500,350.0121,1592,142,27,1723,1000,723,2,60,0.578916,8.140845,8.02439,8.3,True,False,0,0,0,0,0,0,302,136,8
3550,355.0125,1562,140,27,1544,865,679,2,62,0.5785746,8.092857,8.358974,7.758065,True,False,0,0,0,0,0,0,235,131,25
3600,360.0128,1536,158,27,1606,933,673,1,64,0.6023584,10.3038,10.60638,9.859375,True,False,0,0,0,0,0,0,240,114,96
3650,365.0131,1522,168,27,1915,1057,858,1,76,0.7543103,11.48214,11.96739,10.89474,True,False,0,0,0,0,0,0,217,154,32
3700,370.0134,1506,167,28,1592,923,669,2,74,0.7851494,10.26347,9.860215,10.77027,True,False,0,0,0,0,0,0,282,124,0
3750,375.0137,1474,176,30,1795,1002,793,1,73,0.7596717,9.443182,9.990292,8.671233,True,False,0,0,0,0,0,0,263,146,0
3800,380.014,1443,189,28,1859,1039,820,2,81,0.8689415,10.85714,10.25,11.66667,True,False,0,0,0,0,0,0,363,126,0
3850,385.0143,1424,198,30,1830,1050,780,3,87,0.8773899,11.04545,10.90991,11.21839,True,False,0,0,0,0,0,0,302,152,0
3900,390.0146,1386,196,27,1719,928,791,0,83,0.8886626,10.39796,10.92035,9.686747,True,False,0,0,0,0,0,0,283,148,0
3950,395.0149,1363,200,31,1531,1056,475,1,63,0.8418407,10.62,11.22628,9.301587,True,False,0,0,0,0,0,0,306,166,3
4000,400.0152,1348,200,28,1340,835,505,2,68,0.8552788,10.615,11.2197,9.441176,True,False,0,0,0,0,0,0,221,134,10
4050,405.0155,1345,210,27,1730,1043,687,1,77,0.8342018,10.75238,10.3609,11.42857,True,False,0,0,0,0,0,0,280,108,5
4100,410.0158,1310,217,30,1784,1135,649,2,79,0.7806165,10.94009,10.7971,11.18987,True,False,0,0,0,0,0,0,335,138,0
4150,415.0161,1278,218,28,1914,1172,742,2,79,0.8688478,10.99083,10.93525,11.08861,True,False,0,0,0,0,0,0,267,114,76
4200,420.0164,1252,219,25,1774,1011,763,1,94,0.8684958,10.94977,10.896,11.02128,True,False,0,0,0,0,0,0,183,104,1
4250,425.0167,1232,224,23,1502,986,516,2,80,0.8372123,11.04464,11.23611,10.7,True,False,0,0,0,0,0,0,171,102,7
4300,430.017,1225,219,19,1672,1033,639,0,76,0.8545895,10.40183,10.57343,10.07895,True,False,0,0,0,0,0,0,161,66,0
4350,435.0173,1226,221,18,1493,959,534,0,73,0.8444366,11.44796,11.87162,10.58904,True,False,0,0,0,0,0,0,126,50,22
4400,440.0176,1259,207,17,1410,946,464,1,61,0.8686665,10.99517,11.28082,10.31148,True,False,0,0,0,0,0,0,154,46,15
4450,445.0179,1266,210,18,1584,1163,421,2,54,0.9207317,11.80476,12.25,10.51852,True,False,0,0,0,0,0,0,143,54,44
4500,450.0182,1269,211,18,1701,1194,507,1,60,0.8947256,12.05687,11.98676,12.23333,True,False,0,0,0,0,0,0,173,54,65
4550,455.0186,1234,224,20,1736,1141,595,2,72,0.8481494,13.53125,14.20395,12.11111,True,False,0,0,0,0,0,0,222,64,0
4600,460.0189,1231,223,17,1784,1096,688,1,80,0.8745291,12.72646,12.69231,12.7875,True,False,0,0,0,0,0,0,159,38,19
4650,465.0192,1235,226,22,1993,1259,734,3,76,0.8516684,11.72566,11.72,11.73684,True,False,0,0,0,0,0,0,263,76,5
4700,470.0195,1238,225,20,2000,1379,621,3,65,0.8628575,11.90222,11.8375,12.06154,True,False,0,0,0,0,0,0,149,62,100
4750,475.0198,1242,223,25,2023,1348,675,3,71,0.8275706,10.26906,10.42763,9.929578,True,False,0,0,0,0,0,0,234,104,5
4800,480.0201,1216,227,29,2202,1297,905,1,90,0.8420848,9.348018,9.59854,8.966666,True,False,0,0,0,0,0,0,316,148,52
4850,485.0204,1224,229,32,2035,1239,796,1,85,0.8570538,8.838428,8.9375,8.670588,True,False,0,0,0,0,0,0,248,154,22
