Step, Time, PreyPop, PredPop, MutantPop, PreyInCaptureRange, PreyInCaptureRangeQuesting, PreyInCaptureRangeHandling, PreyConsumed, PredHandling, Polarization, Crowding, CrowdingQuesting, CrowdingHandling, CollectivePred, CollectivePrey, NumberOfGroups, MeanGroupSize, VarGroupSize, MaxGroupSize, NumberOfSingletonGroups, NumberOfMutantGroups, PreyInCaptureRangeMutant, LocalConspecificsMutant, LocalHeterospecificsMutant
50,4.999998,1062,18,9,191,160,31,0,3,0.1715217,0.2222222,0.2,0.3333333,False,False,0,0,0,0,0,0,94,0,2
100,10,1124,21,9,217,111,106,1,8,0.09816418,0.1904762,0.07692308,0.375,False,False,0,0,0,0,0,0,80,2,0
150,15.00002,1177,24,10,253,114,139,0,13,0.1043386,0.3333333,0.2727273,0.3846154,False,False,0,0,0,0,0,0,100,2,1
200,20.00004,1238,28,10,282,98,184,0,17,0.09225826,0.7142857,0.6363636,0.7647059,False,False,0,0,0,0,0,0,96,6,2
250,25.00006,1301,27,9,301,185,116,0,11,0.049265,0.4444444,0.5625,0.2727273,False,False,0,0,0,0,0,0,102,4,8
300,30.00008,1352,27,9,296,157,139,0,12,0.1956567,0.4444444,0.5333334,0.3333333,False,False,0,0,0,0,0,0,100,6,2
350,35.00004,1417,30,10,353,192,161,0,15,0.2685675,1.2,1.266667,1.133333,False,False,0,0,0,0,0,0,123,6,12
400,39.99996,1449,33,10,423,253,170,2,14,0.02255125,0.7272727,0.7894737,0.6428571,False,False,0,0,0,0,0,0,116,8,9
450,44.99989,1487,33,10,396,166,230,0,19,0.3650863,0.5454546,0.6428571,0.4736842,False,False,0,0,0,0,0,0,107,4,7
500,49.99981,1529,38,12,459,184,275,0,22,0.2484861,0.8947368,0.8125,0.9545454,False,False,0,0,0,0,0,0,160,2,6
550,54.99973,1554,38,11,501,240,261,0,19,0.1914534,0.7368421,0.5263158,0.9473684,False,False,0,0,0,0,0,0,148,2,9
600,59.99966,1579,40,10,551,339,212,0,17,0.1327466,0.65,0.6956522,0.5882353,False,False,0,0,0,0,0,0,125,0,7
650,64.99958,1604,45,10,642,345,297,1,20,0.128418,0.5333334,0.68,0.35,False,False,0,0,0,0,0,0,133,0,7
700,69.9995,1624,46,9,638,323,315,0,24,0.1898239,1.826087,2.5,1.208333,False,False,0,0,0,0,0,0,135,0,8
750,74.99943,1646,46,7,665,283,382,3,23,0.1636115,0.8260869,0.6521739,1,False,False,0,0,0,0,0,0,121,0,5
800,79.99935,1656,53,8,804,450,354,0,25,0.1431225,0.9433962,1.035714,0.84,False,False,0,0,0,0,0,0,98,2,7
850,84.99928,1676,54,8,830,424,406,0,27,0.1160725,1.111111,1,1.222222,False,False,0,0,0,0,0,0,136,6,4
900,89.9992,1672,65,8,1057,452,605,0,39,0.0751833,1.6,1.538462,1.641026,False,False,0,0,0,0,0,0,141,6,10
950,94.99912,1673,70,9,1135,507,628,0,40,0.1308847,1.571429,1.833333,1.375,False,False,0,0,0,0,0,0,138,6,16
1000,99.99905,1673,81,9,1282,647,635,0,40,0.04856865,2.123457,2.097561,2.15,False,False,0,0,0,0,0,0,132,6,10
1050,104.999,1668,83,8,1346,663,683,0,41,0.1112151,0.9156626,0.8571429,0.9756098,False,False,0,0,0,0,0,0,116,2,5
1100,109.9989,1659,100,11,1648,754,894,2,53,0.08012135,1.78,1.617021,1.924528,False,False,0,0,0,0,0,0,181,6,26
1150,114.9988,1639,106,11,1485,673,812,1,54,0.2197694,1.471698,1.442308,1.5,False,False,0,0,0,0,0,0,160,4,13
1200,119.9987,1605,124,12,1884,986,898,3,57,0.0839954,1.612903,1.41791,1.842105,False,False,0,0,0,0,0,0,211,6,7
1250,124.9987,1598,122,12,1872,1026,846,0,55,0.04565937,2.278688,1.791045,2.872727,False,False,0,0,0,0,0,0,228,12,17
1300,129.9987,1584,132,16,1863,884,979,3,67,0.1337554,1.909091,1.830769,1.985075,False,False,0,0,0,0,0,0,235,22,26
1350,134.999,1558,147,18,2254,1088,1166,2,76,0.07497002,2.380952,2.253521,2.5,False,False,0,0,0,0,0,0,274,20,22
1400,139.9993,1511,148,19,2036,969,1067,1,79,0.1575698,2.324324,2.188406,2.443038,False,False,0,0,0,0,0,0,239,28,22
1450,144.9996,1495,163,19,2282,1172,1110,4,78,0.08402471,3.067485,3.270588,2.846154,False,False,0,0,0,0,0,0,278,14,61
