Step, Time, PreyPop, PredPop, MutantPop, PreyInCaptureRange, PreyInCaptureRangeQuesting, PreyInCaptureRangeHandling, PreyConsumed, PredHandling, Polarization, Crowding, CrowdingQuesting, CrowdingHandling, CollectivePred, CollectivePrey, NumberOfGroups, MeanGroupSize, VarGroupSize, MaxGroupSize, NumberOfSingletonGroups, NumberOfMutantGroups, PreyInCaptureRangeMutant, LocalConspecificsMutant, LocalHeterospecificsMutant
50,4.999998,1062,107,0,846,556,290,2,33,0.180263,0.9439253,0.8648649,1.121212,False,False,0,0,0,0,0,0,0,0,0
100,10,1165,110,0,979,560,419,0,44,0.0958001,1.127273,1.151515,1.090909,False,False,0,0,0,0,0,0,0,0,0
150,15.00002,1282,110,0,1043,652,391,0,38,0.06371796,0.9636363,1,0.8947368,False,False,0,0,0,0,0,0,0,0,0
200,20.00004,1404,118,0,1360,876,484,2,41,0.02251766,1.118644,1.155844,1.04878,False,False,0,0,0,0,0,0,0,0,0
250,25.00006,1515,127,0,1474,873,601,1,51,0.05690797,1.149606,1.105263,1.215686,False,False,0,0,0,0,0,0,0,0,0
300,30.00008,1670,127,0,1658,872,786,1,59,0.1165472,1.15748,1.294118,1,False,False,0,0,0,0,0,0,0,0,0
350,35.00004,1808,128,0,1783,1036,747,1,57,0.1182071,1.132813,1.15493,1.105263,False,False,0,0,0,0,0,0,0,0,0
400,39.99996,1965,130,0,1998,939,1059,1,69,0.1003629,1.153846,1.262295,1.057971,False,False,0,0,0,0,0,0,0,0,0
450,44.99989,2091,146,0,2366,1049,1317,1,78,0.06902196,1.246575,1.191176,1.294872,False,False,0,0,0,0,0,0,0,0,0
500,49.99981,2250,153,0,2623,1234,1389,3,81,0.08594572,1.346405,1.430556,1.271605,False,False,0,0,0,0,0,0,0,0,0
550,54.99973,2418,164,0,3040,1536,1504,3,79,0.1277176,1.628049,1.682353,1.56962,False,False,0,0,0,0,0,0,0,0,0
600,59.99966,2540,188,0,3679,1737,1942,5,96,0.04407984,1.712766,1.619565,1.802083,False,False,0,0,0,0,0,0,0,0,0
650,64.99958,2673,213,0,4420,2090,2330,7,109,0.07687172,1.957747,2.038461,1.880734,False,False,0,0,0,0,0,0,0,0,0
700,69.9995,2808,220,0,4726,1962,2764,1,125,0.04003715,1.827273,1.684211,1.936,False,False,0,0,0,0,0,0,0,0,0
750,74.99943,2913,253,0,5472,2271,3201,3,149,0.004765543,2.150198,2.298077,2.04698,False,False,0,0,0,0,0,0,0,0,0
800,79.99935,2966,298,0,6969,2920,4049,7,168,0.06721883,2.630872,2.669231,2.601191,False,False,0,0,0,0,0,0,0,0,0
850,84.99928,3012,335,0,7699,2980,4719,1,203,0.04724442,2.826866,2.886364,2.788177,False,False,0,0,0,0,0,0,0,0,0
900,89.9992,3062,375,0,8729,3404,5325,6,225,0.06918084,3.253333,3.36,3.182222,False,False,0,0,0,0,0,0,0,0,0
950,94.99912,3130,406,0,9597,4401,5196,7,218,0.03477902,3.366995,3.505319,3.247706,False,False,0,0,0,0,0,0,0,0,0
