Step, Time, PreyPop, PredPop, MutantPop, PreyInCaptureRange, PreyInCaptureRangeQuesting, PreyInCaptureRangeHandling, PreyConsumed, PredHandling, Polarization, Crowding, CrowdingQuesting, CrowdingHandling, CollectivePred, CollectivePrey, NumberOfGroups, MeanGroupSize, VarGroupSize, MaxGroupSize, NumberOfSingletonGroups, NumberOfMutantGroups, PreyInCaptureRangeMutant, LocalConspecificsMutant, LocalHeterospecificsMutant
750,74.99943,3093,220,0,6328,2015,4313,5,123,0.1082962,2.009091,1.814433,2.162602,False,True,0,0,0,0,0,0,0,0,0
800,79.99935,3205,254,0,6968,2971,3997,6,128,0.09909337,2.346457,2.563492,2.132813,False,True,0,0,0,0,0,0,0,0,0
850,84.99928,3295,280,0,7782,2358,5424,7,161,0.04878093,2.592857,2.294118,2.813665,False,True,0,0,0,0,0,0,0,0,0
900,89.9992,3393,306,0,7266,2823,4443,7,156,0.0288914,2.522876,2.66,2.391026,False,True,0,0,0,0,0,0,0,0,0
950,94.99912,3452,342,0,9990,2923,7067,5,211,0.0291686,3.216374,2.793893,3.478673,False,True,0,0,0,0,0,0,0,0,0
1000,99.99905,3549,369,0,10538,3377,7161,5,221,0.08704329,3.01897,3.02027,3.0181,False,True,0,0,0,0,0,0,0,0,0
1050,104.999,3544,415,0,11560,3376,8184,3,264,0.1160447,3.484337,3.450331,3.503788,False,True,0,0,0,0,0,0,0,0,0
1100,109.9989,3503,453,0,13113,4512,8601,7,258,0.09596531,3.551876,3.482051,3.604651,False,True,0,0,0,0,0,0,0,0,0
1150,114.9988,3429,503,0,15042,5234,9808,9,293,0.07104149,4,3.938095,4.044369,False,True,0,0,0,0,0,0,0,0,0
1200,119.9987,3314,572,0,16237,5198,11039,8,338,0.07445955,4.631119,4.683761,4.594675,False,True,0,0,0,0,0,0,0,0,0
1250,124.9987,3232,639,0,17667,5309,12358,7,385,0.06604654,5.209702,5.11811,5.27013,False,True,0,0,0,0,0,0,0,0,0
1300,129.9987,3038,721,0,19420,6303,13117,9,417,0.08622326,5.866852,5.549342,6.098321,False,True,0,0,0,0,0,0,0,0,0
1350,134.999,2838,810,0,19959,6402,13557,7,456,0.07940602,6.68395,6.480226,6.842105,False,True,0,0,0,0,0,0,0,0,0
1400,139.9993,2605,885,0,19236,6713,12523,12,449,0.08918508,7.267797,7.149083,7.383073,False,True,0,0,0,0,0,0,0,0,0
1450,144.9996,2363,949,0,19785,7589,12196,13,474,0.07899771,7.85353,7.667368,8.040085,False,True,0,0,0,0,0,0,0,0,0
1500,150,2051,999,0,18603,6503,12100,14,487,0.08011158,8.275275,8.068359,8.492813,False,True,0,0,0,0,0,0,0,0,0
1550,155.0003,1786,1032,0,17073,6418,10655,9,457,0.05818422,8.459302,7.991304,9.04814,False,True,0,0,0,0,0,0,0,0,0
1600,160.0006,1485,1063,0,14119,5635,8484,5,446,0.05448267,8.529634,8.077796,9.154709,False,True,0,0,0,0,0,0,0,0,0
1650,165.0009,1247,1082,0,11491,5213,6278,7,388,0.07027196,8.663586,8.649856,8.688145,False,True,0,0,0,0,0,0,0,0,0
1700,170.0012,1012,1101,0,10498,4242,6256,4,360,0.06211783,8.970027,8.707152,9.511111,False,True,0,0,0,0,0,0,0,0,0
1750,175.0015,810,1078,0,9012,4028,4984,10,307,0.06872751,9.051021,8.680934,9.980456,False,True,0,0,0,0,0,0,0,0,0
1800,180.0018,639,1049,0,6404,3142,3262,5,267,0.06556766,8.554814,8.448849,8.865169,False,True,0,0,0,0,0,0,0,0,0
1850,185.0021,516,1012,0,4572,2338,2234,4,206,0.0483246,8.243083,8.122828,8.713593,False,True,0,0,0,0,0,0,0,0,0
1900,190.0024,436,941,0,3197,1600,1597,1,160,0.04709052,7.215728,7.184379,7.36875,False,True,0,0,0,0,0,0,0,0,0
1950,195.0027,382,886,0,2680,1607,1073,1,126,0.04722168,6.895034,6.877632,7,False,True,0,0,0,0,0,0,0,0,0
2000,200.003,326,821,0,2360,1510,850,3,109,0.0316231,6.500609,6.537921,6.256881,False,True,0,0,0,0,0,0,0,0,0
2050,205.0033,283,763,0,1599,1007,592,1,88,0.03483851,6.133683,6.185185,5.738636,False,True,0,0,0,0,0,0,0,0,0
2100,210.0036,262,707,0,1352,906,446,0,71,0.05818113,5.490806,5.504717,5.366197,False,True,0,0,0,0,0,0,0,0,0
2150,215.0039,231,653,0,978,646,332,0,62,0.05363526,5.254211,5.299492,4.822581,False,True,0,0,0,0,0,0,0,0,0
2200,220.0042,217,597,0,1021,710,311,0,52,0.04954884,4.824121,4.820183,4.865385,False,True,0,0,0,0,0,0,0,0,0
2250,225.0045,183,558,0,942,616,326,2,46,0.0585768,4.555555,4.503906,5.130435,False,True,0,0,0,0,0,0,0,0,0
2300,230.0048,166,520,0,821,540,281,2,50,0.04402008,4.136539,4.055319,4.9,False,True,0,0,0,0,0,0,0,0,0
2350,235.0051,156,481,0,654,466,188,1,35,0.03997697,3.661123,3.625561,4.114286,False,True,0,0,0,0,0,0,0,0,0
2400,240.0054,145,444,0,557,439,118,0,34,0.03076652,3.432432,3.463415,3.058824,False,True,0,0,0,0,0,0,0,0,0
2450,245.0058,138,407,0,310,242,68,0,29,0.02678262,3.213759,3.26455,2.551724,False,True,0,0,0,0,0,0,0,0,0
2500,250.0061,134,368,0,387,276,111,1,25,0.08485132,2.858696,2.862974,2.8,False,True,0,0,0,0,0,0,0,0,0
2550,255.0064,134,336,0,375,247,128,0,24,0.06432474,2.577381,2.580128,2.541667,False,True,0,0,0,0,0,0,0,0,0
2600,260.0067,133,306,0,391,316,75,0,18,0.09096985,2.503268,2.472222,3,False,True,0,0,0,0,0,0,0,0,0
2650,265.007,137,281,0,406,324,82,0,14,0.07563572,2.185053,2.146067,2.928571,False,True,0,0,0,0,0,0,0,0,0
2700,270.0073,138,261,0,276,230,46,1,13,0.08667568,2.045977,2.012097,2.692308,False,True,0,0,0,0,0,0,0,0,0
2750,275.0076,137,241,0,283,185,98,0,18,0.08152805,2.124481,2.143498,1.888889,False,True,0,0,0,0,0,0,0,0,0
2800,280.0079,152,222,0,235,154,81,0,12,0.0624609,1.837838,1.82381,2.083333,False,True,0,0,0,0,0,0,0,0,0
2850,285.0082,163,202,0,215,164,51,0,8,0.09867825,1.504951,1.520619,1.125,False,True,0,0,0,0,0,0,0,0,0
2900,290.0085,157,193,0,176,135,41,0,10,0.07871364,1.316062,1.284153,1.9,False,True,0,0,0,0,0,0,0,0,0
2950,295.0088,160,178,0,209,123,86,0,14,0.1313675,1.460674,1.432927,1.785714,False,True,0,0,0,0,0,0,0,0,0
3000,300.0091,181,159,0,257,146,111,0,14,0.1045533,1.245283,1.234483,1.357143,False,True,0,0,0,0,0,0,0,0,0
3050,305.0094,195,152,0,343,237,106,0,14,0.09376109,1.105263,1.115942,1,False,True,0,0,0,0,0,0,0,0,0
3100,310.0097,210,144,0,223,149,74,1,11,0.1282436,1.25,1.203007,1.818182,False,True,0,0,0,0,0,0,0,0,0
3150,315.01,233,137,0,199,148,51,0,12,0.1149403,1.021898,0.96,1.666667,False,True,0,0,0,0,0,0,0,0,0
3200,320.0103,267,124,0,211,180,31,0,11,0.1139291,0.6290323,0.6283186,0.6363636,False,True,0,0,0,0,0,0,0,0,0
3250,325.0106,298,119,0,496,297,199,0,14,0.06111867,1.411765,1.266667,2.5,False,True,0,0,0,0,0,0,0,0,0
3300,330.0109,327,111,0,173,116,57,0,14,0.1295635,0.9009009,0.927835,0.7142857,False,True,0,0,0,0,0,0,0,0,0
3350,335.0112,355,100,0,182,139,43,0,12,0.1231626,0.74,0.75,0.6666667,False,True,0,0,0,0,0,0,0,0,0
3400,340.0115,394,93,0,299,228,71,0,10,0.09087212,0.6451613,0.5903614,1.1,False,True,0,0,0,0,0,0,0,0,0
3450,345.0118,455,85,0,178,91,87,0,5,0.1066046,0.7529412,0.75,0.8,False,True,0,0,0,0,0,0,0,0,0
3500,350.0121,523,81,0,190,89,101,0,4,0.1384162,0.6666667,0.6753247,0.5,False,True,0,0,0,0,0,0,0,0,0
3550,355.0125,593,78,0,406,231,175,0,6,0.1500543,0.7948718,0.7638889,1.166667,False,True,0,0,0,0,0,0,0,0,0
3600,360.0128,665,80,0,454,193,261,0,16,0.1245498,0.45,0.4375,0.5,False,True,0,0,0,0,0,0,0,0,0
3650,365.0131,743,78,0,567,340,227,0,14,0.1130107,0.5384616,0.515625,0.6428571,False,True,0,0,0,0,0,0,0,0,0
3700,370.0134,853,74,0,533,251,282,0,13,0.0974998,0.7567568,0.6557377,1.230769,False,True,0,0,0,0,0,0,0,0,0
3750,375.0137,940,74,0,816,237,579,0,19,0.106287,0.472973,0.3818182,0.7368421,False,True,0,0,0,0,0,0,0,0,0
3800,380.014,1025,72,0,628,390,238,0,16,0.1181314,0.4166667,0.4464286,0.3125,False,True,0,0,0,0,0,0,0,0,0
3850,385.0143,1170,72,0,621,291,330,1,19,0.1055673,0.5833333,0.5283019,0.7368421,False,True,0,0,0,0,0,0,0,0,0
3900,390.0146,1289,74,0,1024,536,488,1,18,0.1106438,0.7297297,0.75,0.6666667,False,True,0,0,0,0,0,0,0,0,0
3950,395.0149,1415,86,0,1535,669,866,2,31,0.1189184,0.755814,0.7454545,0.7741935,False,True,0,0,0,0,0,0,0,0,0
4000,400.0152,1574,90,0,1325,534,791,3,35,0.1160105,0.8,0.8363636,0.7428572,False,True,0,0,0,0,0,0,0,0,0
4050,405.0155,1728,91,0,1330,592,738,1,34,0.1660553,0.7252747,0.5789474,0.9705882,False,True,0,0,0,0,0,0,0,0,0
4100,410.0158,1889,93,0,1844,655,1189,2,37,0.03834112,0.8387097,0.7321429,1,False,True,0,0,0,0,0,0,0,0,0
4150,415.0161,2056,109,0,1948,828,1120,0,49,0.05610849,1.174312,1,1.387755,False,True,0,0,0,0,0,0,0,0,0
4200,420.0164,2252,109,0,1853,848,1005,0,42,0.08940953,0.7522936,0.7313433,0.7857143,False,True,0,0,0,0,0,0,0,0,0
4250,425.0167,2409,123,0,2413,831,1582,2,57,0.1466276,1.341463,1.030303,1.701754,False,True,0,0,0,0,0,0,0,0,0
4300,430.017,2593,134,0,3261,1316,1945,1,61,0.1082688,1.238806,1.068493,1.442623,False,True,0,0,0,0,0,0,0,0,0
4350,435.0173,2781,154,0,3984,1407,2577,1,81,0.09677341,1.220779,1.20548,1.234568,False,True,0,0,0,0,0,0,0,0,0
4400,440.0176,2934,167,0,4073,1326,2747,2,82,0.1176231,1.57485,1.2,1.963415,False,True,0,0,0,0,0,0,0,0,0
4450,445.0179,3111,173,0,4866,1261,3605,0,94,0.1554717,1.757225,1.329114,2.117021,False,True,0,0,0,0,0,0,0,0,0
4500,450.0182,3235,191,0,5810,1843,3967,5,94,0.2105625,1.664922,1.391753,1.946808,False,True,0,0,0,0,0,0,0,0,0
4550,455.0186,3407,216,0,6840,2094,4746,3,115,0.1360608,2.148148,1.70297,2.53913,False,True,0,0,0,0,0,0,0,0,0
4600,460.0189,3541,236,0,7595,1919,5676,6,125,0.09685456,2.012712,1.927928,2.088,False,True,0,0,0,0,0,0,0,0,0
4650,465.0192,3678,278,0,9743,2389,7354,5,163,0.08227791,2.356115,2.208696,2.460123,False,True,0,0,0,0,0,0,0,0,0
4700,470.0195,3761,330,0,11512,3585,7927,11,184,0.09824973,2.957576,2.678082,3.179348,False,True,0,0,0,0,0,0,0,0,0
4750,475.0198,3778,379,0,12349,3294,9055,5,224,0.1403122,3.641161,3.619355,3.65625,False,True,0,0,0,0,0,0,0,0,0
4800,480.0201,3822,433,0,12508,3607,8901,1,235,0.156608,3.404157,3.40404,3.404255,False,True,0,0,0,0,0,0,0,0,0
4850,485.0204,3847,471,0,13543,3847,9696,5,257,0.1542929,3.728238,3.957944,3.536965,False,True,0,0,0,0,0,0,0,0,0
4900,490.0207,3793,523,0,14964,4018,10946,6,310,0.1295259,4.422562,4.460094,4.396774,False,True,0,0,0,0,0,0,0,0,0
4950,495.021,3727,574,0,16562,5578,10984,10,321,0.1330948,4.651568,4.715415,4.601246,False,True,0,0,0,0,0,0,0,0,0
5000,500.0213,3573,681,0,19683,6244,13439,7,399,0.1265956,5.832599,5.670213,5.947369,False,True,0,0,0,0,0,0,0,0,0
5050,505.0216,3393,757,0,19856,7293,12563,8,410,0.1342398,6.317041,6.141211,6.465854,False,True,0,0,0,0,0,0,0,0,0
5100,510.0219,3094,856,0,20783,7883,12900,14,471,0.110289,6.936916,6.968831,6.910828,False,True,0,0,0,0,0,0,0,0,0
5150,515.0213,2770,969,0,21798,8118,13680,11,522,0.09798454,7.831785,7.879195,7.791188,False,True,0,0,0,0,0,0,0,0,0
5200,520.0201,2392,1080,0,21804,8953,12851,15,565,0.09967422,8.578704,8.32233,8.812389,False,True,0,0,0,0,0,0,0,0,0
5250,525.0189,2010,1174,0,20268,8200,12068,8,600,0.1024139,9.603066,9.45993,9.74,False,True,0,0,0,0,0,0,0,0,0
5300,530.0176,1633,1237,0,18004,8351,9653,11,557,0.1084257,10.24171,10.08676,10.43088,False,True,0,0,0,0,0,0,0,0,0
5350,535.0164,1288,1239,0,13535,6484,7051,11,500,0.118685,10.1017,9.939107,10.342,False,True,0,0,0,0,0,0,0,0,0
5400,540.0152,977,1247,0,10697,5549,5148,9,428,0.09239773,10.06175,9.870574,10.42757,False,True,0,0,0,0,0,0,0,0,0
5450,545.014,737,1256,0,7860,4288,3572,6,354,0.1046767,9.774681,9.718404,9.918079,False,True,0,0,0,0,0,0,0,0,0
5500,550.0128,531,1248,0,5416,3250,2166,5,289,0.07685922,9.912661,9.806048,10.26644,False,True,0,0,0,0,0,0,0,0,0
5550,555.0115,385,1181,0,3683,2141,1542,3,228,0.08161909,9.11431,9.168941,8.885965,False,True,0,0,0,0,0,0,0,0,0
5600,560.0103,300,1077,0,2659,1570,1089,4,152,0.09166497,8.576602,8.543784,8.776316,False,True,0,0,0,0,0,0,0,0,0
5650,565.0091,217,996,0,1827,1188,639,2,120,0.05474033,7.935743,7.904109,8.166667,False,True,0,0,0,0,0,0,0,0,0
5700,570.0079,157,925,0,1303,867,436,1,96,0.02133077,7.343784,7.335344,7.416667,False,True,0,0,0,0,0,0,0,0,0
5750,575.0067,133,851,0,1007,752,255,1,69,0.02956416,6.86134,6.826087,7.26087,False,True,0,0,0,0,0,0,0,0,0
5800,580.0054,97,779,0,567,423,144,0,56,0.01715756,5.902439,5.860304,6.446429,False,True,0,0,0,0,0,0,0,0,0
5850,585.0042,85,700,0,488,459,29,0,32,0.01403461,5.444286,5.431138,5.71875,False,True,0,0,0,0,0,0,0,0,0
5900,590.003,75,643,0,326,229,97,1,25,0.02087567,5.11353,5.110033,5.2,False,True,0,0,0,0,0,0,0,0,0
5950,595.0018,65,564,0,312,278,34,0,20,0.02865017,4.301418,4.299633,4.35,False,True,0,0,0,0,0,0,0,0,0
6000,600.0005,58,505,0,289,236,53,0,15,0.02873374,3.79406,3.797959,3.666667,False,True,0,0,0,0,0,0,0,0,0
6050,604.9993,51,480,0,218,180,38,1,15,0.03406138,3.841667,3.791398,5.4,False,True,0,0,0,0,0,0,0,0,0
6100,609.9981,42,430,0,145,121,24,0,10,0.0563344,3.423256,3.447619,2.4,False,True,0,0,0,0,0,0,0,0,0
6150,614.9969,40,393,0,105,84,21,0,4,0.06790276,3.091603,3.087404,3.5,False,True,0,0,0,0,0,0,0,0,0
6200,619.9957,45,357,0,102,93,9,0,4,0.08260856,2.773109,2.773371,2.75,False,True,0,0,0,0,0,0,0,0,0
6250,624.9944,38,324,0,105,96,9,0,8,0.07215694,2.45679,2.458861,2.375,False,True,0,0,0,0,0,0,0,0,0
6300,629.9932,29,298,0,86,37,49,0,8,0.06655477,2.496644,2.475862,3.25,False,True,0,0,0,0,0,0,0,0,0
6350,634.992,30,267,0,64,55,9,0,5,0.06014302,2.052434,2.049618,2.2,False,True,0,0,0,0,0,0,0,0,0
6400,639.9908,30,234,0,43,24,19,0,5,0.0427906,1.863248,1.89083,0.6,False,True,0,0,0,0,0,0,0,0,0
6450,644.9896,33,210,0,17,17,0,0,1,0.06639472,1.733333,1.732057,2,False,True,0,0,0,0,0,0,0,0,0
6500,649.9883,39,190,0,40,23,17,0,2,0.06815824,1.463158,1.43617,4,False,True,0,0,0,0,0,0,0,0,0
6550,654.9871,43,171,0,23,20,3,0,2,0.09837557,1.380117,1.384615,1,False,True,0,0,0,0,0,0,0,0,0
6600,659.9859,44,158,0,97,77,20,0,3,0.09711763,1.164557,1.16129,1.333333,False,True,0,0,0,0,0,0,0,0,0
6650,664.9847,48,144,0,60,52,8,0,1,0.04936678,1.194444,1.181818,3,False,True,0,0,0,0,0,0,0,0,0
6700,669.9835,51,130,0,50,49,1,0,3,0.04511457,1.076923,1.062992,1.666667,False,True,0,0,0,0,0,0,0,0,0
6750,674.9822,61,121,0,81,56,25,0,2,0.04825806,0.9090909,0.8907563,2,False,True,0,0,0,0,0,0,0,0,0
6800,679.981,69,111,0,39,11,28,0,2,0.04350804,0.8468468,0.8623853,0,False,True,0,0,0,0,0,0,0,0,0
6850,684.9798,78,99,0,142,57,85,0,4,0.05385669,1.050505,1.031579,1.5,False,True,0,0,0,0,0,0,0,0,0
6900,689.9786,85,91,0,84,76,8,0,1,0.01761368,0.6813187,0.6888889,0,False,True,0,0,0,0,0,0,0,0,0
6950,694.9774,94,84,0,0,0,0,0,0,0.04465787,0.7619048,0.7619048,NaN,False,True,0,0,0,0,0,0,0,0,0
7000,699.9761,102,72,0,62,29,33,0,2,0.05317535,0.6388889,0.6428571,0.5,False,True,0,0,0,0,0,0,0,0,0
7050,704.9749,128,64,0,49,10,39,0,3,0.05359115,0.5625,0.5737705,0.3333333,False,True,0,0,0,0,0,0,0,0,0
7100,709.9737,143,57,0,16,16,0,0,2,0.08014779,0.4561403,0.4181818,1.5,False,True,0,0,0,0,0,0,0,0,0
7150,714.9725,161,54,0,72,72,0,0,1,0.1101327,0.6296296,0.5849057,3,False,True,0,0,0,0,0,0,0,0,0
7200,719.9713,185,54,0,74,33,41,0,3,0.1120978,0.7037037,0.7450981,0,False,True,0,0,0,0,0,0,0,0,0
7250,724.97,216,52,0,116,49,67,0,3,0.07922275,0.3076923,0.3265306,0,False,True,0,0,0,0,0,0,0,0,0
7300,729.9688,241,51,0,155,97,58,0,5,0.04002196,0.3137255,0.3043478,0.4,False,True,0,0,0,0,0,0,0,0,0
7350,734.9676,271,50,0,158,37,121,0,8,0.1163127,0.32,0.2857143,0.5,False,True,0,0,0,0,0,0,0,0,0
7400,739.9664,307,46,0,153,48,105,0,7,0.1178433,0.3478261,0.3589744,0.2857143,False,True,0,0,0,0,0,0,0,0,0
7450,744.9651,376,44,0,62,26,36,0,6,0.141468,0.2272727,0.2105263,0.3333333,False,True,0,0,0,0,0,0,0,0,0
7500,749.9639,424,46,0,488,243,245,0,9,0.1214058,0.6086956,0.4054054,1.444444,False,True,0,0,0,0,0,0,0,0,0
7550,754.9627,475,45,0,327,151,176,0,7,0.1148684,0.4,0.3421053,0.7142857,False,True,0,0,0,0,0,0,0,0,0
7600,759.9615,521,46,0,288,178,110,0,9,0.06240771,0.3478261,0.3243243,0.4444444,False,True,0,0,0,0,0,0,0,0,0
7650,764.9603,579,43,0,405,85,320,0,12,0.1201377,0.2790698,0.2580645,0.3333333,False,True,0,0,0,0,0,0,0,0,0
7700,769.959,657,37,0,272,145,127,0,7,0.009208316,0.4324324,0.4,0.5714286,False,True,0,0,0,0,0,0,0,0,0
7750,774.9578,743,34,0,324,77,247,0,10,0.02869625,0.2352941,0.125,0.5,False,True,0,0,0,0,0,0,0,0,0
7800,779.9566,839,38,0,404,141,263,1,10,0.1593547,0.2631579,0.3214286,0.1,False,True,0,0,0,0,0,0,0,0,0
7850,784.9554,962,40,0,386,99,287,0,10,0.1016534,0.2,0.2,0.2,False,True,0,0,0,0,0,0,0,0,0
7900,789.9542,1090,37,0,269,92,177,0,10,0.07882827,0.2162162,0.1851852,0.3,False,True,0,0,0,0,0,0,0,0,0
7950,794.9529,1220,33,0,266,171,95,0,6,0.1225969,0.4848485,0.4814815,0.5,False,True,0,0,0,0,0,0,0,0,0
8000,799.9517,1379,32,0,277,117,160,0,7,0.154401,0.375,0.28,0.7142857,False,True,0,0,0,0,0,0,0,0,0
8050,804.9505,1537,36,0,444,226,218,0,9,0.1293743,0.4444444,0.5185185,0.2222222,False,True,0,0,0,0,0,0,0,0,0
8100,809.9493,1703,45,0,806,411,395,1,16,0.07204791,0.4444444,0.4827586,0.375,False,True,0,0,0,0,0,0,0,0,0
8150,814.9481,1881,46,0,747,273,474,0,17,0.07901811,0.3043478,0.2068966,0.4705882,False,True,0,0,0,0,0,0,0,0,0
8200,819.9468,2066,49,0,711,178,533,0,19,0.07389743,0.5714286,0.4666667,0.7368421,False,True,0,0,0,0,0,0,0,0,0
8250,824.9456,2291,55,0,1017,509,508,0,19,0.06579851,0.5090909,0.5277778,0.4736842,False,True,0,0,0,0,0,0,0,0,0
8300,829.9444,2479,66,0,1452,476,976,1,31,0.1331445,0.8030303,0.8857143,0.7096774,False,True,0,0,0,0,0,0,0,0,0
8350,834.9432,2726,71,0,1376,714,662,1,28,0.09582663,0.7605634,0.744186,0.7857143,False,True,0,0,0,0,0,0,0,0,0
8400,839.942,2947,84,0,2489,682,1807,1,48,0.1688446,1.095238,0.8333333,1.291667,False,True,0,0,0,0,0,0,0,0,0
8450,844.9407,3166,99,0,3125,993,2132,2,54,0.1922638,0.949495,0.9555556,0.9444444,False,True,0,0,0,0,0,0,0,0,0
8500,849.9395,3387,111,0,3477,902,2575,2,66,0.1000763,1.027027,1,1.045455,False,True,0,0,0,0,0,0,0,0,0
8550,854.9383,3598,123,0,4146,1430,2716,4,69,0.1554934,1.300813,1.222222,1.362319,False,True,0,0,0,0,0,0,0,0,0
8600,859.9371,3795,154,0,5589,1524,4065,3,90,0.1845926,1.363636,1.25,1.444444,False,True,0,0,0,0,0,0,0,0,0
8650,864.9359,4019,167,0,6251,1499,4752,3,103,0.1646256,1.766467,1.53125,1.912621,False,True,0,0,0,0,0,0,0,0,0
8700,869.9346,4140,198,0,7239,1964,5275,2,122,0.1476245,1.994949,1.684211,2.188524,False,True,0,0,0,0,0,0,0,0,0
8750,874.9334,4305,204,0,7185,2020,5165,3,128,0.09941018,1.818627,1.828947,1.8125,False,True,0,0,0,0,0,0,0,0,0
8800,879.9322,4410,241,0,8526,2474,6052,1,150,0.1113694,1.941909,1.824176,2.013333,False,True,0,0,0,0,0,0,0,0,0
8850,884.931,4537,272,0,10100,2606,7494,1,175,0.1394689,2.268382,1.948454,2.445714,False,True,0,0,0,0,0,0,0,0,0
8900,889.9297,4597,310,0,11482,2773,8709,2,203,0.1134484,2.709677,2.859813,2.630542,False,True,0,0,0,0,0,0,0,0,0
8950,894.9285,4649,352,0,12808,4516,8292,7,192,0.1364746,2.974432,3.225,2.765625,False,True,0,0,0,0,0,0,0,0,0
9000,899.9273,4597,419,0,15663,5060,10603,7,256,0.116371,3.632458,3.687117,3.597656,False,True,0,0,0,0,0,0,0,0,0
9050,904.9261,4548,478,0,17787,5078,12709,12,305,0.1326993,4.112971,4.300578,4.006557,False,True,0,0,0,0,0,0,0,0,0
9100,909.9249,4474,539,0,19511,5621,13890,5,354,0.1303078,4.116883,4.086486,4.132768,False,True,0,0,0,0,0,0,0,0,0
9150,914.9236,4321,649,0,22797,5980,16817,9,431,0.1075444,5.292758,5.275229,5.301624,False,True,0,0,0,0,0,0,0,0,0
9200,919.9224,4140,725,0,24462,7567,16895,14,442,0.09892247,6.057931,5.90106,6.158371,False,True,0,0,0,0,0,0,0,0,0
9250,924.9212,3806,834,0,27468,8294,19174,14,497,0.1068898,6.752997,6.356083,7.022133,False,True,0,0,0,0,0,0,0,0,0
9300,929.92,3456,936,0,27386,8663,18723,16,539,0.1123602,7.590812,7,8.025974,False,True,0,0,0,0,0,0,0,0,0
9350,934.9188,3107,998,0,26463,7364,19099,9,603,0.1283836,8.156313,7.855696,8.353234,False,True,0,0,0,0,0,0,0,0,0
9400,939.9175,2775,1068,0,25031,7860,17171,11,595,0.1209289,8.784644,8.36575,9.117647,False,True,0,0,0,0,0,0,0,0,0
9450,944.9163,2447,1145,0,24369,8277,16092,12,592,0.1100049,9.420087,8.820976,9.97973,False,True,0,0,0,0,0,0,0,0,0
9500,949.9151,2031,1210,0,21108,8099,13009,10,551,0.09516966,9.733058,9.265553,10.2922,False,True,0,0,0,0,0,0,0,0,0
9550,954.9139,1636,1286,0,19057,8019,11038,11,551,0.08927857,10.53344,10.04354,11.18693,False,True,0,0,0,0,0,0,0,0,0
9600,959.9127,1282,1313,0,14640,6373,8267,13,495,0.08056344,10.63823,10.24572,11.28687,False,True,0,0,0,0,0,0,0,0,0
9650,964.9114,978,1343,0,11958,5554,6404,11,439,0.0960915,10.67461,10.39491,11.25057,False,True,0,0,0,0,0,0,0,0,0
9700,969.9102,733,1304,0,7688,3892,3796,5,337,0.09328398,10.45936,10.45088,10.48368,False,True,0,0,0,0,0,0,0,0,0
9750,974.909,531,1287,0,6324,3688,2636,6,291,0.09229021,10.13908,9.944779,10.80412,False,True,0,0,0,0,0,0,0,0,0
9800,979.9078,368,1239,0,3773,2363,1410,2,233,0.07987086,9.845037,9.850895,9.819742,False,True,0,0,0,0,0,0,0,0,0
