Step, Time, PreyPop, PredPop, MutantPop, PreyInCaptureRange, PreyInCaptureRangeQuesting, PreyInCaptureRangeHandling, PreyConsumed, PredHandling, Polarization, Crowding, CrowdingQuesting, CrowdingHandling, CollectivePred, CollectivePrey, NumberOfGroups, MeanGroupSize, VarGroupSize, MaxGroupSize, NumberOfSingletonGroups, NumberOfMutantGroups, PreyInCaptureRangeMutant, LocalConspecificsMutant, LocalHeterospecificsMutant
50,4.999998,1087,25,14,215,141,74,0,8,0.2785127,0.64,0.5294118,0.875,True,False,0,0,0,0,0,0,134,8,0
100,10,1161,25,14,219,158,61,0,7,0.3052197,1.2,1.111111,1.428571,True,False,0,0,0,0,0,0,126,12,0
150,15.00002,1221,24,13,211,145,66,0,6,0.1653999,1.25,1.222222,1.333333,True,False,0,0,0,0,0,0,107,10,0
200,20.00004,1282,20,12,172,108,64,0,7,0.09890161,0.9,0.9230769,0.8571429,True,False,0,0,0,0,0,0,97,10,2
250,25.00006,1332,20,11,210,157,53,0,6,0.02076707,1.1,0.8571429,1.666667,True,False,0,0,0,0,0,0,135,8,0
300,30.00008,1391,21,11,228,143,85,1,7,0.05661683,1.142857,1.071429,1.285714,True,False,0,0,0,0,0,0,120,8,0
350,35.00004,1452,21,11,256,187,69,0,5,0.03664567,1.619048,1.4375,2.2,True,False,0,0,0,0,0,0,134,14,0
400,39.99996,1502,21,11,226,150,76,0,8,0.02148986,1.809524,2.153846,1.25,True,False,0,0,0,0,0,0,127,20,3
450,44.99989,1545,21,12,252,148,104,0,8,0.2577938,1.714286,2,1.25,True,False,0,0,0,0,0,0,133,22,0
500,49.99981,1580,19,12,208,118,90,0,9,0.4030457,2,2.2,1.777778,True,False,0,0,0,0,0,0,117,28,0
550,54.99973,1620,21,14,255,122,133,0,11,0.2935479,2.190476,2.4,2,True,False,0,0,0,0,0,0,197,36,0
600,59.99966,1662,21,14,246,120,126,0,10,0.3533741,2.285714,2.181818,2.4,True,False,0,0,0,0,0,0,168,38,0
650,64.99958,1683,27,18,407,162,245,0,16,0.6134434,3.037037,2.909091,3.125,True,False,0,0,0,0,0,0,253,62,1
700,69.9995,1721,29,20,370,206,164,1,11,0.4919721,3.034483,3,3.090909,True,False,0,0,0,0,0,0,271,70,0
750,74.99943,1740,30,20,398,287,111,0,11,0.3696771,3.4,3.894737,2.545455,True,False,0,0,0,0,0,0,287,74,0
800,79.99935,1756,26,15,348,168,180,0,14,0.2630709,2.692308,2.333333,3,True,False,0,0,0,0,0,0,217,38,0
850,84.99928,1765,28,16,372,191,181,0,14,0.3049213,3,2.928571,3.071429,True,False,0,0,0,0,0,0,206,42,0
900,89.9992,1779,33,20,455,258,197,0,14,0.298195,4.363636,4.31579,4.428571,True,False,0,0,0,0,0,0,270,88,0
950,94.99912,1785,38,24,476,226,250,0,21,0.2675262,5.789474,6.352941,5.333333,True,False,0,0,0,0,0,0,311,142,0
1000,99.99905,1786,42,24,507,244,263,1,22,0.5923386,6.333333,6.4,6.272727,True,False,0,0,0,0,0,0,306,124,0
1050,104.999,1781,40,23,448,223,225,0,20,0.7334654,6.5,6.2,6.8,True,False,0,0,0,0,0,0,244,134,0
1100,109.9989,1789,43,27,482,280,202,1,19,0.3063819,7.209302,7.208333,7.210526,True,False,0,0,0,0,0,0,321,188,0
1150,114.9988,1785,39,25,457,260,197,0,19,0.195679,7.692307,7.25,8.157895,True,False,0,0,0,0,0,0,251,214,0
1200,119.9987,1799,42,27,577,363,214,0,16,0.3654971,7.238095,7.807693,6.3125,True,False,0,0,0,0,0,0,329,206,0
1250,124.9987,1798,43,29,520,355,165,1,13,0.1511579,7.511628,7.3,8,True,False,0,0,0,0,0,0,351,239,0
1300,129.9987,1791,42,26,528,245,283,0,22,0.3899891,7.904762,7.2,8.545455,True,False,0,0,0,0,0,0,300,238,0
1350,134.999,1802,39,25,509,248,261,0,21,0.3009344,7.641026,7.777778,7.523809,True,False,0,0,0,0,0,0,310,228,65
1400,139.9993,1816,35,23,459,201,258,0,18,0.4073548,6.914286,6.529412,7.277778,True,False,0,0,0,0,0,0,293,206,0
1450,144.9996,1825,33,23,506,246,260,0,15,0.6713414,7.333333,9.111111,5.2,True,False,0,0,0,0,0,0,342,214,0
1500,150,1831,35,25,519,231,288,0,19,0.7387851,7.714286,7.1875,8.157895,True,False,0,0,0,0,0,0,392,238,19
1550,155.0003,1841,38,28,648,337,311,0,18,0.7306888,8.736842,9.35,8.055555,True,False,0,0,0,0,0,0,485,288,0
1600,160.0006,1849,38,30,438,244,194,0,16,0.5431637,7.473684,7.045455,8.0625,True,False,0,0,0,0,0,0,364,252,0
1650,165.0009,1851,37,28,441,208,233,0,19,0.6130964,8.675675,8.388889,8.947369,True,False,0,0,0,0,0,0,360,273,35
1700,170.0012,1861,38,29,617,316,301,0,18,0.518353,8.368421,7.7,9.111111,True,False,0,0,0,0,0,0,518,272,0
1750,175.0015,1856,38,27,424,209,215,0,19,0.5924259,8.789474,9.157895,8.421053,True,False,0,0,0,0,0,0,316,280,0
1800,180.0018,1860,37,28,422,256,166,1,14,0.251047,8.459459,9.304348,7.071429,True,False,0,0,0,0,0,0,322,274,0
1850,185.0021,1856,36,28,485,293,192,1,17,0.4086572,7.138889,7.894737,6.294117,True,False,0,0,0,0,0,0,405,219,0
1900,190.0024,1854,37,30,513,305,208,0,16,0.4521772,7.351351,8.380953,6,True,False,0,0,0,0,0,0,381,244,0
1950,195.0027,1848,36,27,406,235,171,1,16,0.4314703,7.277778,7.95,6.4375,True,False,0,0,0,0,0,0,305,216,0
2000,200.003,1849,36,28,499,314,185,1,13,0.5433034,8,7.826087,8.307693,True,False,0,0,0,0,0,0,406,244,0
2050,205.0033,1854,39,31,365,195,170,0,17,0.80432,10.41026,11.13636,9.470589,True,False,0,0,0,0,0,0,283,356,0
2100,210.0036,1851,47,35,553,335,218,0,18,0.6271942,10.93617,11.82759,9.5,True,False,0,0,0,0,0,0,419,412,0
2150,215.0039,1853,51,40,442,236,206,0,25,0.8869089,10.43137,11.69231,9.12,True,False,0,0,0,0,0,0,320,442,0
2200,220.0042,1848,49,41,529,346,183,1,16,0.8186883,11.83673,10.66667,14.25,True,False,0,0,0,0,0,0,382,530,0
2250,225.0045,1849,46,38,597,416,181,0,15,0.9335955,12.21739,11.96774,12.73333,True,False,0,0,0,0,0,0,494,512,0
2300,230.0048,1856,47,39,580,391,189,1,15,0.7873385,11.04255,11.71875,9.6,True,False,0,0,0,0,0,0,450,466,0
2350,235.0051,1848,43,35,514,315,199,0,17,0.6703727,9.16279,9.153846,9.176471,True,False,0,0,0,0,0,0,425,342,0
