Step, Time, PreyPop, PredPop, MutantPop, PreyInCaptureRange, PreyInCaptureRangeQuesting, PreyInCaptureRangeHandling, PreyConsumed, PredHandling, Polarization, Crowding, CrowdingQuesting, CrowdingHandling, CollectivePred, CollectivePrey, NumberOfGroups, MeanGroupSize, VarGroupSize, MaxGroupSize, NumberOfSingletonGroups, NumberOfMutantGroups, PreyInCaptureRangeMutant, LocalConspecificsMutant, LocalHeterospecificsMutant
3950,395.0149,638,273,52,1305,935,370,1,70,0.02533267,1.56044,1.581281,1.5,False,False,0,0,0,0,0,0,252,14,99
4000,400.0152,647,260,48,1288,1005,283,1,60,0.04677581,1.607692,1.585,1.683333,False,False,0,0,0,0,0,0,247,14,81
4050,405.0155,633,238,44,1092,792,300,0,61,0.03834084,1.478992,1.502825,1.409836,False,False,0,0,0,0,0,0,211,8,57
4100,410.0158,640,224,40,1084,752,332,2,70,0.06430288,1.361607,1.337662,1.414286,False,False,0,0,0,0,0,0,190,18,59
4150,415.0161,652,217,36,1108,820,288,2,59,0.04233399,1.364055,1.417722,1.220339,False,False,0,0,0,0,0,0,182,8,60
4200,420.0164,643,210,36,1088,818,270,1,51,0.03833115,1.057143,1.125786,0.8431373,False,False,0,0,0,0,0,0,188,10,67
4250,425.0167,653,208,35,1051,822,229,5,41,0.05746582,1.298077,1.227545,1.585366,False,False,0,0,0,0,0,0,198,14,46
4300,430.017,648,208,37,1095,739,356,1,62,0.04143117,1.163462,1.061644,1.403226,False,False,0,0,0,0,0,0,206,10,54
4350,435.0173,645,201,35,997,688,309,2,59,0.04260634,1.004975,0.9225352,1.20339,False,False,0,0,0,0,0,0,175,6,43
4400,440.0176,648,202,33,955,699,256,0,50,0.05410796,1.123762,1.164474,1,False,False,0,0,0,0,0,0,153,12,37
4450,445.0179,651,194,27,1081,824,257,2,47,0.04349642,1.206186,1.170068,1.319149,False,False,0,0,0,0,0,0,117,6,32
4500,450.0182,661,198,28,1003,744,259,2,52,0.01207411,1.060606,1.020548,1.173077,False,False,0,0,0,0,0,0,141,12,34
4550,455.0186,670,190,28,971,709,262,2,50,0.03916307,1.010526,1.007143,1.02,False,False,0,0,0,0,0,0,158,10,41
4600,460.0189,680,187,27,995,749,246,1,48,0.05380384,1.192513,1.179856,1.229167,False,False,0,0,0,0,0,0,140,4,32
4650,465.0192,694,194,26,1115,778,337,0,57,0.05604093,1.247423,1.262774,1.210526,False,False,0,0,0,0,0,0,145,0,28
4700,470.0195,701,191,25,1012,762,250,0,50,0.04466003,1.193717,1.141844,1.34,False,False,0,0,0,0,0,0,128,0,32
4750,475.0198,702,194,25,978,684,294,1,52,0.07368021,1.164948,1.176056,1.134615,False,False,0,0,0,0,0,0,118,2,33
4800,480.0201,724,191,23,1025,726,299,0,55,0.09577291,1.298429,1.352941,1.163636,False,False,0,0,0,0,0,0,129,2,29
4850,485.0204,733,193,24,1061,765,296,2,53,0.06635822,1.176166,1.142857,1.264151,False,False,0,0,0,0,0,0,120,4,37
4900,490.0207,747,192,26,1097,714,383,0,63,0.04612067,1.166667,1.116279,1.269841,False,False,0,0,0,0,0,0,126,6,38
4950,495.021,767,182,21,1134,841,293,2,47,0.05562553,1.175824,1.17037,1.191489,False,False,0,0,0,0,0,0,128,0,30
5000,500.0213,771,175,21,1031,731,300,1,51,0.06159325,1.028571,0.9516129,1.215686,False,False,0,0,0,0,0,0,135,2,18
5050,505.0216,795,170,18,1058,732,326,0,55,0.07015713,1,1.034783,0.9272727,False,False,0,0,0,0,0,0,126,0,20
5100,510.0219,806,166,20,1024,726,298,1,49,0.0555843,0.8795181,0.8632479,0.9183673,False,False,0,0,0,0,0,0,120,4,30
5150,515.0213,818,169,21,1128,786,342,2,50,0.06611989,1.159763,1.092437,1.32,False,False,0,0,0,0,0,0,123,8,16
5200,520.0201,831,163,21,974,620,354,1,50,0.05653204,1.01227,0.9646018,1.12,False,False,0,0,0,0,0,0,117,2,28
5250,525.0189,844,163,21,1033,741,292,0,49,0.02880759,1.104294,1.096491,1.122449,False,False,0,0,0,0,0,0,154,2,22
5300,530.0176,853,169,21,1159,733,426,0,58,0.01128005,1.136095,1.108108,1.189655,False,False,0,0,0,0,0,0,131,6,23
5350,535.0164,863,169,22,1097,704,393,2,53,0.04656824,1.017751,0.9568965,1.150943,False,False,0,0,0,0,0,0,146,0,22
5400,540.0152,877,169,22,1073,752,321,0,48,0.03052653,1.088757,1.082645,1.104167,False,False,0,0,0,0,0,0,135,8,28
5450,545.014,904,162,22,1120,796,324,1,48,0.02086321,1.037037,1.008772,1.104167,False,False,0,0,0,0,0,0,191,4,16
5500,550.0128,919,157,17,1255,815,440,2,56,0.04578992,1.165605,1.257426,1,False,False,0,0,0,0,0,0,143,5,14
5550,555.0115,932,156,17,1181,805,376,1,48,0.0424623,0.9871795,1.037037,0.875,False,False,0,0,0,0,0,0,131,4,25
5600,560.0103,919,173,20,1243,861,382,0,56,0.02584234,1.213873,1.247863,1.142857,False,False,0,0,0,0,0,0,134,6,25
5650,565.0091,933,185,22,1286,867,419,0,68,0.04462205,1.145946,1.076923,1.264706,False,False,0,0,0,0,0,0,140,2,23
5700,570.0079,946,191,22,1385,907,478,3,60,0.02124766,1.193717,1.122137,1.35,False,False,0,0,0,0,0,0,171,0,19
5750,575.0067,940,203,22,1484,885,599,3,79,0.02304889,1.344828,1.322581,1.379747,False,False,0,0,0,0,0,0,159,4,34
5800,580.0054,938,196,24,1402,880,522,1,67,0.05025657,1.178571,1.093023,1.343284,False,False,0,0,0,0,0,0,149,2,30
5850,585.0042,950,189,20,1390,913,477,3,68,0.04350092,1.232804,1.033058,1.588235,False,False,0,0,0,0,0,0,136,4,23
5900,590.003,951,192,24,1462,936,526,0,72,0.05288197,1.53125,1.541667,1.513889,False,False,0,0,0,0,0,0,195,12,35
5950,595.0018,948,202,27,1438,952,486,2,63,0.06222785,1.410891,1.431655,1.365079,False,False,0,0,0,0,0,0,197,10,30
6000,600.0005,943,209,25,1549,1005,544,1,67,0.06381015,1.330144,1.330986,1.328358,False,False,0,0,0,0,0,0,177,8,35
6050,604.9993,928,199,23,1336,812,524,2,72,0.05960029,1.336683,1.385827,1.25,False,False,0,0,0,0,0,0,156,6,29
6100,609.9981,950,188,21,1360,918,442,0,63,0.07747824,1.223404,1.248,1.174603,False,False,0,0,0,0,0,0,162,8,21
6150,614.9969,960,187,21,1374,895,479,1,64,0.08093534,1.240642,1.154472,1.40625,False,False,0,0,0,0,0,0,149,8,25
6200,619.9957,976,179,25,1404,896,508,3,61,0.09125592,1.072626,1.09322,1.032787,False,False,0,0,0,0,0,0,182,8,36
6250,624.9944,997,183,27,1458,918,540,3,68,0.08921432,1.234973,1.173913,1.338235,False,False,0,0,0,0,0,0,211,8,28
6300,629.9932,1026,181,23,1412,900,512,0,66,0.1042732,1.325967,1.226087,1.5,False,False,0,0,0,0,0,0,171,4,35
6350,634.992,1038,186,24,1513,929,584,1,75,0.07618681,1.349462,1.333333,1.373333,False,False,0,0,0,0,0,0,188,6,27
6400,639.9908,1028,200,23,1551,1051,500,1,72,0.08661415,1.52,1.492188,1.569444,False,False,0,0,0,0,0,0,173,10,26
6450,644.9896,1028,203,24,1750,1140,610,1,71,0.08984035,1.507389,1.439394,1.633803,False,False,0,0,0,0,0,0,203,6,36
6500,649.9883,1005,208,21,1608,1010,598,1,77,0.05158639,1.432692,1.450382,1.402597,False,False,0,0,0,0,0,0,169,0,16
6550,654.9871,1008,209,18,1641,1156,485,0,66,0.04715335,1.473684,1.475524,1.469697,False,False,0,0,0,0,0,0,157,4,34
6600,659.9859,1012,207,18,1661,1174,487,3,60,0.04981301,1.502415,1.428571,1.683333,False,False,0,0,0,0,0,0,148,2,31
6650,664.9847,988,221,16,1735,1134,601,1,73,0.06698471,1.556561,1.567568,1.534247,False,False,0,0,0,0,0,0,121,0,21
6700,669.9835,973,225,17,1781,1183,598,3,76,0.04692535,1.715556,1.630872,1.881579,False,False,0,0,0,0,0,0,123,6,34
6750,674.9822,961,226,15,1670,1142,528,2,73,0.06436419,1.787611,1.712418,1.945205,False,False,0,0,0,0,0,0,101,2,28
6800,679.981,935,225,15,1632,1053,579,0,83,0.04861709,1.524444,1.584507,1.421687,False,False,0,0,0,0,0,0,84,2,28
6850,684.9798,933,218,15,1461,1010,451,3,67,0.07460057,1.678899,1.596027,1.865672,False,False,0,0,0,0,0,0,99,2,23
6900,689.9786,922,218,15,1600,1096,504,3,69,0.06317718,1.715596,1.671141,1.811594,False,False,0,0,0,0,0,0,115,4,19
6950,694.9774,934,213,12,1479,966,513,1,67,0.05057973,1.760563,1.808219,1.656716,False,False,0,0,0,0,0,0,94,0,18
7000,699.9761,940,211,15,1509,958,551,1,73,0.06548116,1.526066,1.456522,1.657534,False,False,0,0,0,0,0,0,101,2,37
7050,704.9749,948,215,17,1601,1110,491,1,65,0.0535121,1.469767,1.593333,1.184615,False,False,0,0,0,0,0,0,111,0,30
7100,709.9737,948,205,17,1520,1007,513,1,62,0.09435322,1.297561,1.307692,1.274194,False,False,0,0,0,0,0,0,104,0,19
7150,714.9725,944,196,14,1403,995,408,7,48,0.0817275,1.239796,1.209459,1.333333,False,False,0,0,0,0,0,0,105,0,25
7200,719.9713,918,207,16,1469,947,522,4,72,0.06661114,1.47343,1.481481,1.458333,False,False,0,0,0,0,0,0,138,4,15
7250,724.97,910,207,20,1501,866,635,2,76,0.04588963,1.545894,1.396947,1.802632,False,False,0,0,0,0,0,0,146,10,22
7300,729.9688,902,200,20,1401,960,441,2,68,0.03710379,1.55,1.537879,1.573529,False,False,0,0,0,0,0,0,148,8,17
7350,734.9676,908,207,21,1438,955,483,0,73,0.04720591,1.497585,1.537313,1.424658,False,False,0,0,0,0,0,0,169,4,27
7400,739.9664,898,207,20,1408,985,423,1,60,0.03665883,1.52657,1.564626,1.433333,False,False,0,0,0,0,0,0,135,6,29
7450,744.9651,907,201,19,1341,923,418,1,65,0.07620478,1.333333,1.367647,1.261539,False,False,0,0,0,0,0,0,141,8,23
7500,749.9639,911,199,19,1320,883,437,0,66,0.09648687,1.331658,1.368421,1.257576,False,False,0,0,0,0,0,0,126,2,27
7550,754.9627,925,197,21,1462,1003,459,3,60,0.08235001,1.238579,1.20438,1.316667,False,False,0,0,0,0,0,0,146,0,27
7600,759.9615,936,193,21,1398,914,484,2,65,0.08548007,1.34715,1.414063,1.215385,False,False,0,0,0,0,0,0,155,0,33
7650,764.9603,960,187,18,1344,952,392,1,52,0.08606186,1.208556,1.311111,0.9423077,False,False,0,0,0,0,0,0,145,2,20
7700,769.959,958,179,16,1379,833,546,2,69,0.06204005,1.26257,1.363636,1.101449,False,False,0,0,0,0,0,0,117,4,23
7750,774.9578,979,182,16,1348,867,481,3,58,0.0416344,1.423077,1.427419,1.413793,False,False,0,0,0,0,0,0,117,4,17
7800,779.9566,988,182,15,1381,932,449,0,65,0.06441914,1.164835,1.188034,1.123077,False,False,0,0,0,0,0,0,133,2,18
7850,784.9554,985,188,16,1356,894,462,2,62,0.05671484,1.37766,1.373016,1.387097,False,False,0,0,0,0,0,0,127,2,21
7900,789.9542,976,200,17,1476,950,526,2,71,0.09367649,1.29,1.271318,1.323944,False,False,0,0,0,0,0,0,110,0,25
7950,794.9529,1002,192,16,1505,970,535,3,69,0.07612434,1.255208,1.227642,1.304348,False,False,0,0,0,0,0,0,124,0,23
8000,799.9517,1006,193,13,1459,874,585,2,72,0.0619134,1.450777,1.165289,1.930556,False,False,0,0,0,0,0,0,123,0,23
8050,804.9505,1005,196,13,1493,913,580,3,69,0.05495517,1.280612,1.346457,1.15942,False,False,0,0,0,0,0,0,94,2,21
8100,809.9493,998,192,13,1497,1013,484,2,65,0.06302205,1.609375,1.503937,1.815385,False,False,0,0,0,0,0,0,97,2,17
8150,814.9481,1009,196,12,1541,1031,510,3,63,0.08894397,1.581633,1.593985,1.555556,False,False,0,0,0,0,0,0,105,2,21
8200,819.9468,1002,205,12,1617,1157,460,0,62,0.07356296,1.42439,1.468531,1.322581,False,False,0,0,0,0,0,0,88,4,31
8250,824.9456,1022,206,12,1550,1024,526,1,68,0.05238957,1.291262,1.304348,1.264706,False,False,0,0,0,0,0,0,92,8,26
8300,829.9444,1022,211,14,1655,1211,444,0,63,0.04591415,1.374408,1.391892,1.333333,False,False,0,0,0,0,0,0,120,0,21
8350,834.9432,1007,205,15,1592,1027,565,1,72,0.04664478,1.326829,1.203007,1.555556,False,False,0,0,0,0,0,0,117,0,26
8400,839.942,986,210,16,1476,859,617,0,90,0.01582883,1.628571,1.641667,1.611111,False,False,0,0,0,0,0,0,113,10,25
8450,844.9407,977,215,14,1717,1150,567,5,71,0.01219366,1.944186,1.840278,2.15493,False,False,0,0,0,0,0,0,108,2,19
8500,849.9395,996,213,13,1635,1046,589,0,74,0.0377986,1.71831,1.733813,1.689189,False,False,0,0,0,0,0,0,122,0,16
8550,854.9383,1023,215,11,1680,1206,474,2,59,0.05252448,1.837209,1.891026,1.694915,False,False,0,0,0,0,0,0,75,0,17
8600,859.9371,1009,222,11,1686,1160,526,2,67,0.05073902,1.536036,1.477419,1.671642,False,False,0,0,0,0,0,0,77,2,25
8650,864.9359,999,227,12,1817,1194,623,4,78,0.06517197,1.726872,1.778523,1.628205,False,False,0,0,0,0,0,0,78,4,21
8700,869.9346,989,248,13,1787,1190,597,2,80,0.1136608,2.080645,2.190476,1.85,False,False,0,0,0,0,0,0,90,10,22
8750,874.9334,967,251,14,1844,1215,629,2,86,0.08072215,1.876494,1.909091,1.813954,False,False,0,0,0,0,0,0,98,2,20
8800,879.9322,948,254,15,1816,1206,610,3,84,0.0553196,2.019685,1.9,2.261905,False,False,0,0,0,0,0,0,120,2,31
8850,884.931,936,252,13,1875,1214,661,1,84,0.03531205,1.960317,2.053571,1.77381,False,False,0,0,0,0,0,0,106,2,25
8900,889.9297,911,243,12,1765,1203,562,4,77,0.03176939,1.650206,1.638554,1.675325,False,False,0,0,0,0,0,0,77,2,20
8950,894.9285,898,244,12,1775,1222,553,0,76,0.05756243,1.95082,1.928571,2,False,False,0,0,0,0,0,0,86,6,19
9000,899.9273,897,243,12,1669,1194,475,1,70,0.05515684,1.744856,1.687861,1.885714,False,False,0,0,0,0,0,0,82,2,25
9050,904.9261,890,238,12,1580,1102,478,0,72,0.08859536,1.743698,1.674699,1.902778,False,False,0,0,0,0,0,0,72,0,23
9100,909.9249,876,229,14,1574,1051,523,1,79,0.0959841,1.519651,1.573333,1.417722,False,False,0,0,0,0,0,0,112,2,24
9150,914.9236,872,234,15,1543,1012,531,2,75,0.1242203,1.683761,1.628931,1.8,False,False,0,0,0,0,0,0,102,4,30
9200,919.9224,888,228,15,1601,1118,483,0,66,0.1603269,1.692982,1.567901,2,False,False,0,0,0,0,0,0,95,2,14
9250,924.9212,882,227,17,1501,1009,492,0,74,0.1833974,1.735683,1.732026,1.743243,False,False,0,0,0,0,0,0,141,4,23
9300,929.92,871,231,13,1549,1023,526,3,75,0.2140168,1.636364,1.570513,1.773333,False,False,0,0,0,0,0,0,68,2,20
9350,934.9188,881,221,12,1588,1071,517,1,64,0.2224736,1.656109,1.477707,2.09375,False,False,0,0,0,0,0,0,70,2,13
9400,939.9175,869,223,11,1484,1072,412,0,62,0.2063681,1.650224,1.571429,1.854839,False,False,0,0,0,0,0,0,81,2,15
9450,944.9163,853,227,12,1479,1032,447,3,66,0.2027185,1.607929,1.720497,1.333333,False,False,0,0,0,0,0,0,73,0,20
9500,949.9151,859,232,12,1505,1050,455,2,69,0.1958013,1.719828,1.687117,1.797101,False,False,0,0,0,0,0,0,77,4,15
9550,954.9139,831,228,12,1483,1017,466,1,75,0.1813673,1.614035,1.568627,1.706667,False,False,0,0,0,0,0,0,58,0,18
9600,959.9127,849,234,12,1477,1031,446,0,70,0.1900619,1.897436,1.884146,1.928571,False,False,0,0,0,0,0,0,73,4,13
9650,964.9114,840,226,11,1522,1015,507,1,72,0.1823285,1.650442,1.727273,1.486111,False,False,0,0,0,0,0,0,81,2,22
9700,969.9102,867,234,13,1481,1049,432,3,66,0.1593372,1.803419,1.791667,1.833333,False,False,0,0,0,0,0,0,90,2,25
9750,974.909,872,235,14,1621,1103,518,0,76,0.1230982,1.897872,1.918239,1.855263,False,False,0,0,0,0,0,0,93,2,18
9800,979.9078,857,231,15,1504,1006,498,1,73,0.1218426,1.48052,1.43038,1.589041,False,False,0,0,0,0,0,0,108,4,24
9850,984.9066,861,233,16,1615,1212,403,0,57,0.1215114,1.639485,1.602273,1.754386,False,False,0,0,0,0,0,0,106,2,22
