Step, Time, PreyPop, PredPop, MutantPop, PreyInCaptureRange, PreyInCaptureRangeQuesting, PreyInCaptureRangeHandling, PreyConsumed, PredHandling, Polarization, Crowding, CrowdingQuesting, CrowdingHandling, CollectivePred, CollectivePrey, NumberOfGroups, MeanGroupSize, VarGroupSize, MaxGroupSize, NumberOfSingletonGroups, NumberOfMutantGroups, PreyInCaptureRangeMutant, LocalConspecificsMutant, LocalHeterospecificsMutant
50,4.999998,1061,14,7,111,56,55,0,6,0.2072233,0,0,0,False,False,0,0,0,0,0,0,51,0,0
100,10,1144,14,8,127,103,24,0,3,0.07729636,0.1428571,0.09090909,0.3333333,False,False,0,0,0,0,0,0,75,2,0
150,15.00002,1213,16,11,153,119,34,0,5,0.157976,0.125,0.1818182,0,False,False,0,0,0,0,0,0,112,2,1
200,20.00004,1278,16,12,155,106,49,1,5,0.08110245,0,0,0,False,False,0,0,0,0,0,0,115,0,1
250,25.00006,1344,14,10,137,62,75,0,8,0.2596556,0,0,0,False,False,0,0,0,0,0,0,94,0,0
300,30.00008,1410,14,9,166,108,58,0,5,0.2933137,0.1428571,0.1111111,0.2,False,False,0,0,0,0,0,0,101,0,2
350,35.00004,1453,15,10,156,124,32,0,2,0.4348758,0.1333333,0.1538462,0,False,False,0,0,0,0,0,0,114,2,1
400,39.99996,1507,16,10,193,144,49,0,4,0.349423,0.125,0.08333334,0.25,False,False,0,0,0,0,0,0,123,0,0
450,44.99989,1554,17,12,200,113,87,0,8,0.155847,0.2352941,0.2222222,0.25,False,False,0,0,0,0,0,0,143,4,0
500,49.99981,1588,19,13,210,152,58,0,5,0.2109248,0.3157895,0.2857143,0.4,False,False,0,0,0,0,0,0,147,4,0
550,54.99973,1615,21,13,230,115,115,0,11,0.06703209,0.1904762,0.2,0.1818182,False,False,0,0,0,0,0,0,124,0,0
600,59.99966,1641,21,12,244,184,60,0,6,0.1371927,0.0952381,0.06666667,0.1666667,False,False,0,0,0,0,0,0,131,2,1
650,64.99958,1670,21,11,279,193,86,1,6,0.1599712,0,0,0,False,False,0,0,0,0,0,0,152,0,1
700,69.9995,1715,22,10,287,147,140,0,10,0.1169636,0.2727273,0.25,0.3,False,False,0,0,0,0,0,0,125,2,1
750,74.99943,1740,23,11,297,212,85,1,6,0.09642155,0.2608696,0.2352941,0.3333333,False,False,0,0,0,0,0,0,142,4,2
800,79.99935,1765,24,11,330,177,153,2,10,0.05134116,0.3333333,0.2857143,0.4,False,False,0,0,0,0,0,0,150,2,2
850,84.99928,1785,27,14,420,249,171,1,10,0.1345273,0.2592593,0.1176471,0.5,False,False,0,0,0,0,0,0,238,5,1
900,89.9992,1787,33,17,446,257,189,0,15,0.09778011,0.1212121,0.1111111,0.1333333,False,False,0,0,0,0,0,0,229,2,0
950,94.99912,1805,31,18,450,315,135,0,10,0.09113819,0.2580645,0.2380952,0.3,False,False,0,0,0,0,0,0,248,8,4
1000,99.99905,1807,28,15,414,208,206,0,13,0.1684605,0.07142857,0.1333333,0,False,False,0,0,0,0,0,0,215,2,4
1050,104.999,1811,29,15,398,254,144,0,11,0.09963203,0.06896552,0.1111111,0,False,False,0,0,0,0,0,0,194,0,2
1100,109.9989,1813,34,19,474,193,281,0,20,0.2899477,0.2941177,0.2142857,0.35,False,False,0,0,0,0,0,0,252,8,2
1150,114.9988,1816,38,20,538,305,233,1,16,0.1594226,0.2105263,0.2272727,0.1875,False,False,0,0,0,0,0,0,272,2,1
1200,119.9987,1810,45,25,627,369,258,1,19,0.1614427,0.5777778,0.4230769,0.7894737,False,False,0,0,0,0,0,0,347,12,5
1250,124.9987,1813,44,24,599,328,271,2,21,0.07151271,0.2272727,0.2608696,0.1904762,False,False,0,0,0,0,0,0,343,8,2
1300,129.9987,1815,49,27,726,377,349,4,21,0.2615543,0.3877551,0.3214286,0.4761905,False,False,0,0,0,0,0,0,410,8,5
1350,134.999,1801,52,26,677,325,352,1,27,0.2680713,0.1923077,0.16,0.2222222,False,False,0,0,0,0,0,0,336,0,3
1400,139.9993,1811,57,28,807,391,416,0,31,0.2482647,0.3157895,0.2307692,0.3870968,False,False,0,0,0,0,0,0,404,6,8
1450,144.9996,1794,68,34,959,488,471,0,33,0.1778925,0.7352941,0.6571429,0.8181818,False,False,0,0,0,0,0,0,478,18,12
1500,150,1798,71,36,982,591,391,0,27,0.1671135,0.3661972,0.3863636,0.3333333,False,False,0,0,0,0,0,0,537,10,5
1550,155.0003,1793,69,38,909,488,421,0,32,0.1628587,0.3768116,0.3783784,0.375,False,False,0,0,0,0,0,0,527,12,11
1600,160.0006,1783,72,41,1004,492,512,0,36,0.09864566,0.2222222,0.1388889,0.3055556,False,False,0,0,0,0,0,0,597,6,7
1650,165.0009,1777,71,42,971,391,580,0,43,0.110466,0.4225352,0.5357143,0.3488372,False,False,0,0,0,0,0,0,535,18,12
1700,170.0012,1772,71,42,1049,581,468,1,32,0.06284271,0.3943662,0.3846154,0.40625,False,False,0,0,0,0,0,0,611,20,10
