Step, Time, PreyPop, PredPop, MutantPop, PreyInCaptureRange, PreyInCaptureRangeQuesting, PreyInCaptureRangeHandling, PreyConsumed, PredHandling, Polarization, Crowding, CrowdingQuesting, CrowdingHandling, CollectivePred, CollectivePrey, NumberOfGroups, MeanGroupSize, VarGroupSize, MaxGroupSize, NumberOfSingletonGroups
50,4.999998,1087,105,0,869,644,225,0,29,0.06418499,0.8761905,0.7894737,1.103448,False,False,105,1,0,1,105
100,10,1170,120,0,1064,581,483,2,53,0.04462177,1.166667,1.134328,1.207547,False,False,120,1,0,1,120
150,15.00002,1233,123,0,1206,698,508,1,50,0.05214062,1.219512,1.20548,1.24,False,False,123,1,0,1,123
200,20.00004,1288,126,0,1262,731,531,1,57,0.06614354,0.9365079,0.9710145,0.8947368,False,False,126,1,0,1,126
250,25.00006,1386,141,0,1554,839,715,1,63,0.03397869,1.219858,1.166667,1.285714,False,False,141,1,0,1,141
300,30.00008,1478,137,0,1595,913,682,1,58,0.04913146,1.284672,1.367089,1.172414,False,False,137,1,0,1,137
350,35.00004,1564,144,0,1747,885,862,0,72,0.06171283,1.277778,1.138889,1.416667,False,False,144,1,0,1,144
400,39.99996,1642,151,0,1944,979,965,1,72,0.06656237,1.390728,1.518987,1.25,False,False,151,1,0,1,151
450,44.99989,1701,158,0,2061,986,1075,2,79,0.1006198,1.575949,1.417722,1.734177,False,False,158,1,0,1,158
500,49.99981,1808,170,0,2404,1254,1150,0,80,0.05669016,1.388235,1.466667,1.3,False,False,170,1,0,1,170
550,54.99973,1884,189,0,2866,1408,1458,2,96,0.03352732,1.719577,1.72043,1.71875,False,False,189,1,0,1,189
600,59.99966,1956,207,0,3115,1531,1584,2,104,0.0153744,1.995169,1.980582,2.009615,False,False,207,1,0,1,207
650,64.99958,2005,228,0,3530,1849,1681,4,107,0.06197359,1.894737,1.85124,1.943925,False,False,228,1,0,1,228
700,69.9995,2022,255,0,3885,1949,1936,3,125,0.03211387,2.011765,2.215385,1.8,False,False,255,1,0,1,255
750,74.99943,2034,269,0,4207,2080,2127,5,132,0.04270871,2.04461,2.036496,2.05303,False,False,269,1,0,1,269
800,79.99935,2052,295,0,4862,2270,2592,4,153,0.06650915,2.342373,2.338028,2.346405,False,False,295,1,0,1,295
850,84.99928,2062,317,0,5098,2650,2448,1,157,0.04354396,2.820189,2.875,2.764331,False,False,317,1,0,1,317
900,89.9992,2032,336,0,5262,2563,2699,4,174,0.08760299,2.622024,2.506173,2.729885,False,False,336,1,0,1,336
950,94.99912,1995,373,0,5913,3030,2883,3,182,0.07623694,3.018767,3.109948,2.923077,False,False,373,1,0,1,373
1000,99.99905,1980,390,0,6075,3057,3018,1,193,0.07171419,3.215385,3.203046,3.227979,False,False,390,1,0,1,390
1050,104.999,1921,421,0,6102,2781,3321,7,230,0.10152,3.353919,3.340314,3.365217,False,False,421,1,0,1,421
1100,109.9989,1888,430,0,6405,3321,3084,4,206,0.06332327,3.611628,3.53125,3.699029,False,False,430,1,0,1,430
1150,114.9988,1805,455,0,6419,3214,3205,4,226,0.05406487,3.925275,3.803493,4.048673,False,False,455,1,0,1,455
1200,119.9987,1715,480,0,6228,3213,3015,7,228,0.03976694,4.116667,4.119048,4.114035,False,False,480,1,0,1,480
1250,124.9987,1634,503,0,6351,3426,2925,6,230,0.03934163,4.168986,4.157509,4.182609,False,False,503,1,0,1,503
1300,129.9987,1531,537,0,6279,3556,2723,6,235,0.01991625,4.310987,4.337749,4.276596,False,False,537,1,0,1,537
1350,134.999,1372,582,0,6288,3547,2741,3,258,0.0324426,4.719931,4.984568,4.387597,False,False,582,1,0,1,582
1400,139.9993,1235,619,0,5867,3526,2341,5,243,0.02512711,5.218094,5.25,5.168724,False,False,619,1,0,1,619
1450,144.9996,1138,622,0,5463,3404,2059,2,237,0.03654969,5.200964,5.207792,5.189873,False,False,622,1,0,1,622
1500,150,1043,646,0,5224,3361,1863,5,231,0.04720384,5.320434,5.33253,5.298701,False,False,646,1,0,1,646
1550,155.0003,948,649,0,4763,3207,1556,5,204,0.05941224,5.311248,5.247191,5.45098,False,False,649,1,0,1,649
1600,160.0006,822,651,0,4205,2760,1445,5,217,0.04963618,5.096774,5.0553,5.179724,False,False,651,1,0,1,651
1650,165.0009,709,631,0,3402,2510,892,2,176,0.02460707,5.068146,5.065934,5.073864,False,False,631,1,0,1,631
1700,170.0012,633,630,0,3006,2254,752,3,156,0.01453442,5.033333,5.162447,4.641026,False,False,630,1,0,1,630
1750,175.0015,552,623,0,2635,1926,709,4,159,0.01994373,4.868379,4.818965,5.012578,False,False,623,1,0,1,623
