Step, Time, PreyPop, PredPop, MutantPop, PreyInCaptureRange, PreyInCaptureRangeQuesting, PreyInCaptureRangeHandling, PreyConsumed, PredHandling, Polarization, Crowding, CrowdingQuesting, CrowdingHandling, CollectivePred, CollectivePrey, NumberOfGroups, MeanGroupSize, VarGroupSize, MaxGroupSize, NumberOfSingletonGroups
50,4.999998,1105,98,0,859,632,227,1,25,0.003711153,0.9387755,0.8767123,1.12,False,False,98,1,0,1,98
100,10,1184,105,0,976,648,328,0,35,0.07246677,0.8761905,0.8857143,0.8571429,False,False,105,1,0,1,105
150,15.00002,1272,109,0,1023,637,386,1,42,0.04950588,0.9174312,0.9402985,0.8809524,False,False,109,1,0,1,109
200,20.00004,1410,111,0,1231,755,476,2,42,0.1235427,0.9009009,0.942029,0.8333333,False,False,111,1,0,1,111
250,25.00006,1515,124,0,1472,734,738,3,57,0.1125263,1.201613,1.059701,1.368421,False,False,124,1,0,1,124
300,30.00008,1645,132,0,1610,971,639,0,51,0.06435247,1.136364,1.148148,1.117647,False,False,132,1,0,1,132
350,35.00004,1760,136,0,1865,931,934,0,67,0.0977763,1.073529,1.072464,1.074627,False,False,136,1,0,1,136
400,39.99996,1872,151,0,2243,1058,1185,2,76,0.08275618,1.450331,1.413333,1.486842,False,False,151,1,0,1,151
450,44.99989,1980,152,0,2242,1293,949,3,63,0.06867686,1.513158,1.52809,1.492064,False,False,152,1,0,1,152
500,49.99981,2122,160,0,2639,1299,1340,1,82,0.07712403,1.45,1.615385,1.292683,False,False,160,1,0,1,160
550,54.99973,2260,160,0,2834,1377,1457,4,83,0.1045553,1.3875,1.493507,1.289157,False,False,160,1,0,1,160
600,59.99966,2405,170,0,3185,1485,1700,3,90,0.09146897,1.629412,1.5875,1.666667,False,False,170,1,0,1,170
650,64.99958,2479,182,0,3536,1666,1870,4,97,0.1105561,1.642857,1.729412,1.56701,False,False,182,1,0,1,182
700,69.9995,2604,188,0,3862,1888,1974,1,96,0.07552724,1.505319,1.597826,1.416667,False,False,188,1,0,1,188
750,74.99943,2700,196,0,4109,1888,2221,4,105,0.09789967,1.678571,1.802198,1.571429,False,False,196,1,0,1,196
800,79.99935,2788,218,0,4861,1995,2866,1,127,0.08236314,1.688073,1.769231,1.629921,False,False,218,1,0,1,218
850,84.99928,2895,238,0,5242,2320,2922,1,132,0.1423952,2.05042,2.04717,2.05303,False,False,238,1,0,1,238
900,89.9992,2949,263,0,5811,2093,3718,2,171,0.0926102,2.220532,2.402174,2.122807,False,False,263,1,0,1,263
950,94.99912,2981,292,0,6752,2472,4280,5,184,0.1357566,2.321918,2.361111,2.298913,False,False,292,1,0,1,292
1000,99.99905,3007,316,0,7285,3151,4134,6,182,0.05812924,2.71519,2.686567,2.736264,False,False,316,1,0,1,316
1050,104.999,3016,347,0,8247,3480,4767,6,199,0.0357017,2.870317,2.817568,2.909548,False,False,347,1,0,1,347
1100,109.9989,2982,401,0,9340,3758,5582,9,239,0.008580021,3.456359,3.493827,3.430962,False,False,401,1,0,1,401
1150,114.9988,2926,452,0,10311,3617,6694,4,291,0.01648755,3.811947,3.881988,3.773196,False,False,452,1,0,1,452
1200,119.9987,2857,504,0,11304,4415,6889,4,306,0.02735591,4.051587,4.207071,3.95098,False,False,504,1,0,1,504
1250,124.9987,2673,571,0,11975,5276,6699,6,320,0.02160864,4.714536,4.7251,4.70625,False,False,571,1,0,1,571
1300,129.9987,2512,615,0,12121,5343,6778,5,342,0.02222028,4.756098,4.677656,4.818714,False,False,615,1,0,1,615
1350,134.999,2341,677,0,12442,5575,6867,4,376,0.05010937,5.398818,5.348837,5.43883,False,False,677,1,0,1,677
1400,139.9993,2102,721,0,11791,5768,6023,10,372,0.03171224,5.929265,6.022923,5.841398,False,False,721,1,0,1,721
1450,144.9996,1917,749,0,11196,5584,5612,13,371,0.04892639,5.906542,5.962963,5.849057,False,False,749,1,0,1,749
1500,150,1735,805,0,10632,5566,5066,10,378,0.08006915,6.61118,6.489461,6.748677,False,False,805,1,0,1,805
1550,155.0003,1511,849,0,9937,5466,4471,7,369,0.05741672,6.930507,7.114583,6.691057,False,False,849,1,0,1,849
1600,160.0006,1293,869,0,8765,5026,3739,9,364,0.04930761,6.887227,6.8,7.008242,False,False,869,1,0,1,869
1650,165.0009,1088,901,0,7646,4728,2918,8,329,0.03123249,7.251942,7.253497,7.24924,False,False,901,1,0,1,901
1700,170.0012,873,914,0,6275,4099,2176,3,309,0.04613899,7.333698,7.277686,7.443366,False,False,914,1,0,1,914
1750,175.0015,690,898,0,4773,3320,1453,9,270,0.04328143,7.253898,7.281847,7.188889,False,False,898,1,0,1,898
1800,180.0018,544,874,0,3708,2690,1018,0,239,0.0343232,7.121282,7.141732,7.066946,False,False,874,1,0,1,874
1850,185.0021,415,851,0,2734,2073,661,3,199,0.02489846,6.713278,6.722393,6.683417,False,False,851,1,0,1,851
1900,190.0024,358,798,0,2218,1775,443,4,153,0.02053234,6.12406,6.113178,6.169935,False,False,798,1,0,1,798
1950,195.0027,288,774,0,1757,1486,271,4,114,0.02137155,5.972868,6.013637,5.736842,False,False,774,1,0,1,774
2000,200.003,240,737,0,1422,1233,189,1,96,0.02368443,5.778833,5.819033,5.510417,False,False,737,1,0,1,737
2050,205.0033,210,691,0,1121,982,139,1,75,0.01978688,5.393632,5.407467,5.28,False,False,691,1,0,1,691
2100,210.0036,170,656,0,845,751,94,1,60,0.00469137,5.347561,5.345638,5.366667,False,False,656,1,0,1,656
2150,215.0039,123,620,0,609,543,66,0,63,0.02898498,4.814516,4.868941,4.333333,False,False,620,1,0,1,620
2200,220.0042,89,573,0,384,365,19,0,45,0.02876974,4.401396,4.433712,4.022222,False,False,573,1,0,1,573
2250,225.0045,77,514,0,321,293,28,0,33,0.03735473,3.922179,3.87526,4.606061,False,False,514,1,0,1,514
2300,230.0048,66,466,0,256,250,6,0,20,0.04292113,3.39485,3.410314,3.05,False,False,466,1,0,1,466
2350,235.0051,64,426,0,208,197,11,0,18,0.04573675,3.488263,3.497549,3.277778,False,False,426,1,0,1,426
2400,240.0054,57,402,0,182,176,6,0,14,0.03430798,3.28607,3.280928,3.428571,False,False,402,1,0,1,402
2450,245.0058,52,370,0,114,109,5,0,8,0.04150552,3.056757,3.058011,3,False,False,370,1,0,1,370
2500,250.0061,53,342,0,144,141,3,0,4,0.02537852,2.754386,2.757396,2.5,False,False,342,1,0,1,342
2550,255.0064,54,308,0,103,103,0,0,6,0.01249428,2.512987,2.513245,2.5,False,False,308,1,0,1,308
2600,260.0067,58,275,0,127,126,1,0,7,0.05058216,2.32,2.335821,1.714286,False,False,275,1,0,1,275
2650,265.007,60,257,0,126,114,12,1,10,0.05187876,2.18677,2.182186,2.3,False,False,257,1,0,1,257
2700,270.0073,64,232,0,117,114,3,0,6,0.0291483,1.918103,1.889381,3,False,False,232,1,0,1,232
2750,275.0076,62,218,0,113,106,7,0,8,0.01456047,1.678899,1.652381,2.375,False,False,218,1,0,1,218
2800,280.0079,76,204,0,122,122,0,0,2,0.006899832,1.578431,1.584158,1,False,False,204,1,0,1,204
2850,285.0082,85,188,0,115,114,1,0,2,0.04574855,1.351064,1.333333,3,False,False,188,1,0,1,188
2900,290.0085,91,173,0,108,104,4,0,7,0.07916223,1.375723,1.391566,1,False,False,173,1,0,1,173
2950,295.0088,96,158,0,124,121,3,0,8,0.07401356,1.012658,1.02,0.875,False,False,158,1,0,1,158
3000,300.0091,104,145,0,105,94,11,0,11,0.08759887,0.9655172,0.977612,0.8181818,False,False,145,1,0,1,145
3050,305.0094,123,135,0,161,148,13,0,6,0.04857707,1.022222,1.023256,1,False,False,135,1,0,1,135
3100,310.0097,133,124,0,148,140,8,0,5,0.1028789,0.9032258,0.907563,0.8,False,False,124,1,0,1,124
3150,315.01,130,115,0,120,108,12,0,13,0.08972306,1.026087,0.9411765,1.692308,False,False,115,1,0,1,115
3200,320.0103,136,96,0,87,76,11,0,9,0.11437,0.7291667,0.7241379,0.7777778,False,False,96,1,0,1,96
3250,325.0106,148,86,0,85,76,9,0,10,0.1883995,0.5348837,0.5131579,0.7,False,False,86,1,0,1,86
3300,330.0109,170,83,0,122,111,11,0,7,0.1270662,0.6024097,0.6184211,0.4285714,False,False,83,1,0,1,83
3350,335.0112,200,74,0,127,108,19,0,8,0.130644,0.5405405,0.5606061,0.375,False,False,74,1,0,1,74
3400,340.0115,218,69,0,126,117,9,0,2,0.1341512,0.4637681,0.4626866,0.5,False,False,69,1,0,1,69
3450,345.0118,232,59,0,107,96,11,1,6,0.1521724,0.440678,0.4528302,0.3333333,False,False,59,1,0,1,59
3500,350.0121,256,53,0,117,100,17,0,7,0.1397529,0.3396226,0.326087,0.4285714,False,False,53,1,0,1,53
3550,355.0125,284,50,0,109,103,6,0,4,0.264501,0.28,0.2826087,0.25,False,False,50,1,0,1,50
3600,360.0128,316,47,0,99,89,10,0,5,0.1441506,0.2553191,0.2380952,0.4,False,False,47,1,0,1,47
3650,365.0131,341,47,0,129,106,23,0,9,0.1272945,0.3404255,0.3421053,0.3333333,False,False,47,1,0,1,47
3700,370.0134,390,44,0,141,115,26,0,7,0.2017875,0.3181818,0.3243243,0.2857143,False,False,44,1,0,1,44
3750,375.0137,448,42,0,134,107,27,0,10,0.09606587,0.5238096,0.4375,0.8,False,False,42,1,0,1,42
3800,380.014,527,43,0,184,143,41,0,7,0.100279,0.372093,0.3055556,0.7142857,False,False,43,1,0,1,43
3850,385.0143,585,39,0,188,149,39,0,13,0.1046828,0.2564103,0.2307692,0.3076923,False,False,39,1,0,1,39
