Step, Time, PreyPop, PredPop, MutantPop, PreyInCaptureRange, PreyInCaptureRangeQuesting, PreyInCaptureRangeHandling, PreyConsumed, PredHandling, Polarization, Crowding, CrowdingQuesting, CrowdingHandling, CollectivePred, CollectivePrey, NumberOfGroups, MeanGroupSize, VarGroupSize, MaxGroupSize, NumberOfSingletonGroups
50,4.999998,1084,110,0,855,574,281,1,34,0.1760508,2.136364,2.223684,1.941176,True,False,41,2.682927,5.192147,9,19
100,10,1189,113,0,949,604,345,0,39,0.3090225,4.40708,4.324324,4.564103,True,False,25,4.52,14.0096,14,8
150,15.00002,1291,114,0,1068,670,398,2,40,0.368376,5.298245,4.864865,6.1,True,False,20,5.7,33.81,18,6
200,20.00004,1400,129,0,1433,844,589,1,54,0.3955388,7.75969,7.893333,7.574074,True,False,19,6.789474,57.21884,22,10
250,25.00006,1504,128,0,1383,793,590,1,55,0.3457265,7.59375,7.013699,8.363636,True,False,17,7.529412,57.6609,24,5
300,30.00008,1612,131,0,1487,801,686,1,60,0.4107686,9.267176,9.352113,9.166667,True,False,13,10.07692,70.37869,27,2
350,35.00004,1723,140,0,1828,1052,776,3,61,0.4455248,9.721429,9.658228,9.803279,True,False,16,8.75,78.6875,30,7
400,39.99996,1815,144,0,1587,950,637,2,60,0.367555,9.319445,8.988095,9.783334,True,False,18,8,74.22222,28,8
450,44.99989,1950,148,0,1779,1072,707,4,59,0.3530374,11.11487,11.49438,10.54237,True,False,17,8.705882,174.3253,46,7
500,49.99981,2049,160,0,2113,1303,810,1,60,0.4326425,13.2375,12.71,14.11667,True,False,19,8.421053,182.8753,56,5
550,54.99973,2133,178,0,2928,1276,1652,0,101,0.388061,10.32584,11.35065,9.544555,True,False,18,9.888889,234.7654,54,5
600,59.99966,2192,206,0,3126,1498,1628,3,109,0.4671525,13.71359,15.46392,12.15596,True,False,19,10.8421,707.8172,122,5
650,64.99958,2242,225,0,3501,1726,1775,2,113,0.3939543,9.951111,10.34821,9.557522,True,False,18,12.5,894.6945,134,5
700,69.9995,2334,241,0,3867,1872,1995,2,124,0.385689,10.22407,10.05128,10.3871,True,False,25,9.64,311.0304,73,10
750,74.99943,2428,251,0,4599,1801,2798,4,150,0.438833,11.28287,10.79208,11.61333,True,False,18,13.94444,593.608,82,4
800,79.99935,2453,275,0,4679,2017,2662,2,156,0.4873327,14.21818,14.47899,14.01923,True,False,21,13.09524,1134.848,161,8
850,84.99928,2479,307,0,4972,2445,2527,2,158,0.5304421,15.83713,17.25503,14.5,True,False,19,16.15789,1553.08,180,7
900,89.9992,2480,326,0,4682,2329,2353,3,159,0.5814525,20.90491,21.4012,20.38365,True,False,13,25.07692,3589.763,229,5
950,94.99912,2510,353,0,5447,2723,2724,0,162,0.6276668,17.59773,18.48168,16.55556,True,False,8,44.125,9642.359,303,3
1000,99.99905,2523,376,0,6111,3157,2954,4,171,0.6622167,17.19681,17.10244,17.30994,True,False,13,28.92308,5844.687,292,5
1050,104.999,2443,401,0,6724,3539,3185,6,184,0.7057788,15.27431,14.51613,16.16848,True,False,14,28.64286,4469.515,258,5
